"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
75.38,24.62,SCHLESWIG_HOLSTEIN,8.93,2021-01-12T17:19:05Z,70,45,64.29,591,193,784,472,39
82.02,17.98,HAMBURG,14.86,2021-01-12T17:19:05Z,100,64,64.0,552,121,673,326,34
79.6,20.4,NIEDERSACHSEN,12.65,2021-01-12T17:19:05Z,282,155,54.96,1775,455,2230,1022,153
83.77,16.23,BREMEN,14.47,2021-01-12T17:19:05Z,33,15,45.45,191,37,228,140,14
84.96,15.04,NORDRHEIN_WESTFALEN,15.23,2021-01-12T17:19:05Z,979,565,57.71,5461,967,6428,2456,404
85.85,14.15,HESSEN,22.28,2021-01-12T17:19:05Z,463,271,58.53,1784,294,2078,840,117
75.9,24.1,RHEINLAND_PFALZ,15.96,2021-01-12T17:19:05Z,196,100,51.02,932,296,1228,438,94
83.45,16.55,BADEN_WUERTTEMBERG,18.98,2021-01-12T17:19:05Z,546,324,59.34,2401,476,2877,1376,183
83.7,16.3,BAYERN,21.42,2021-01-12T17:19:05Z,824,477,57.89,3219,627,3846,1146,270
80.63,19.37,SAARLAND,15.26,2021-01-12T17:19:05Z,78,35,44.87,412,99,511,243,24
88.86,11.14,BERLIN,31.41,2021-01-12T17:19:05Z,409,288,70.42,1157,145,1302,383,64
85.73,14.27,BRANDENBURG,29.82,2021-01-12T17:19:05Z,232,104,44.83,667,111,778,333,56
79.03,20.97,MECKLENBURG_VORPOMMERN,12.5,2021-01-12T17:19:05Z,90,43,47.78,569,151,720,221,42
78.05,21.95,SACHSEN,31.87,2021-01-12T17:19:05Z,517,287,55.51,1266,356,1622,623,94
84.74,15.26,SACHSEN_ANHALT,21.51,2021-01-12T17:19:05Z,196,111,56.63,772,139,911,350,55
86.37,13.63,THUERINGEN,26.62,2021-01-12T17:19:05Z,209,117,55.98,678,107,785,352,45
