"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
70.37,29.63,SCHLESWIG_HOLSTEIN,2.83,2020-11-28T21:19:07Z,24,12,50.0,596,251,847,432,39
80.09,19.91,HAMBURG,11.52,2020-11-28T21:19:07Z,81,55,67.9,563,140,703,351,34
76.51,23.49,NIEDERSACHSEN,8.11,2020-11-28T21:19:07Z,184,106,57.61,1736,533,2269,1074,152
81.78,18.22,BREMEN,17.29,2020-11-28T21:19:07Z,37,22,59.46,175,39,214,129,14
81.21,18.79,NORDRHEIN_WESTFALEN,14.66,2020-11-28T21:19:07Z,958,593,61.9,5309,1228,6537,2569,404
86.89,13.11,HESSEN,17.6,2020-11-28T21:19:07Z,360,211,58.61,1777,268,2045,927,117
71.5,28.5,RHEINLAND_PFALZ,14.73,2020-11-28T21:19:07Z,183,111,60.66,888,354,1242,453,94
79.62,20.38,BADEN_WUERTTEMBERG,14.38,2020-11-28T21:19:07Z,431,246,57.08,2387,611,2998,1519,182
81.27,18.73,BAYERN,16.27,2020-11-28T21:19:07Z,648,383,59.1,3237,746,3983,1608,268
77.44,22.56,SAARLAND,13.62,2020-11-28T21:19:07Z,67,24,35.82,381,111,492,240,24
88.37,11.63,BERLIN,23.73,2020-11-28T21:19:07Z,300,209,69.67,1117,147,1264,424,64
75.72,24.28,BRANDENBURG,11.62,2020-11-28T21:19:07Z,89,46,51.69,580,186,766,409,56
78.13,21.87,MECKLENBURG_VORPOMMERN,5.32,2020-11-28T21:19:07Z,37,17,45.95,543,152,695,255,41
78.46,21.54,SACHSEN,22.46,2020-11-28T21:19:07Z,365,213,58.36,1275,350,1625,731,95
74.92,25.08,SACHSEN_ANHALT,5.88,2020-11-28T21:19:07Z,56,25,44.64,714,239,953,446,55
76.76,23.24,THUERINGEN,9.18,2020-11-28T21:19:07Z,77,38,49.35,644,195,839,426,45
