"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
77.92,22.08,SCHLESWIG_HOLSTEIN,12.08,2021-02-01T17:19:13Z,93,55,59.14,600,170,770,483,39
81.86,18.14,HAMBURG,13.19,2021-02-01T17:19:13Z,88,55,62.5,546,121,667,334,34
80.41,19.59,NIEDERSACHSEN,11.89,2021-02-01T17:19:13Z,261,148,56.7,1765,430,2195,1048,153
83.11,16.89,BREMEN,16.89,2021-02-01T17:19:13Z,37,25,67.57,182,37,219,135,14
84.46,15.54,NORDRHEIN_WESTFALEN,12.44,2021-02-01T17:19:13Z,806,442,54.84,5471,1007,6478,2547,406
86.34,13.66,HESSEN,18.86,2021-02-01T17:19:13Z,395,191,48.35,1808,286,2094,820,117
76.58,23.42,RHEINLAND_PFALZ,15.33,2021-02-01T17:19:13Z,182,91,50.0,909,278,1187,439,94
84.34,15.66,BADEN_WUERTTEMBERG,13.81,2021-02-01T17:19:13Z,395,219,55.44,2413,448,2861,1377,183
83.75,16.25,BAYERN,17.94,2021-02-01T17:19:13Z,688,367,53.34,3211,623,3834,1128,269
85.38,14.62,SAARLAND,16.96,2021-02-01T17:19:13Z,87,36,41.38,438,75,513,241,24
84.28,15.72,BERLIN,27.03,2021-02-01T17:19:13Z,349,245,70.2,1088,203,1291,381,64
76.37,23.63,BRANDENBURG,23.5,2021-02-01T17:19:13Z,180,78,43.33,585,181,766,337,56
78.83,21.17,MECKLENBURG_VORPOMMERN,11.84,2021-02-01T17:19:13Z,85,30,35.29,566,152,718,235,42
74.06,25.94,SACHSEN,20.87,2021-02-01T17:19:13Z,337,178,52.82,1196,419,1615,634,94
84.79,15.21,SACHSEN_ANHALT,19.2,2021-02-01T17:19:13Z,173,108,62.43,764,137,901,352,55
82.89,17.11,THUERINGEN,21.64,2021-02-01T17:19:13Z,172,84,48.84,659,136,795,355,45
