"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,covidKapazitaetFrei,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,"intensivBettenFreiProStandort",intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz,standortAnzahl
80.93,19.07,SCHLESWIG_HOLSTEIN,54,2.06,2022-05-30T16:05:25Z,15,3,20.0,590,139,4.483870967741935,729,473,41,31
76.19,23.81,HAMBURG,21,1.76,2022-05-30T16:05:25Z,10,6,60.0,432,135,5.625,567,317,34,24
80.32,19.68,NIEDERSACHSEN,134,1.92,2022-05-30T16:05:25Z,39,12,30.77,1633,400,3.389830508474576,2033,956,153,118
88.14,11.86,BREMEN,3,3.61,2022-05-30T16:05:25Z,7,4,57.14,171,23,2.090909090909091,194,76,13,11
84.01,15.99,NORDRHEIN_WESTFALEN,283,2.66,2022-05-30T16:05:25Z,153,68,44.44,4830,919,3.10472972972973,5749,2028,393,296
85.42,14.58,HESSEN,59,3.01,2022-05-30T16:05:25Z,58,17,29.31,1646,281,2.9893617021276597,1927,629,112,94
79.38,20.62,RHEINLAND_PFALZ,69,1.86,2022-05-30T16:05:25Z,21,10,47.62,897,233,3.1486486486486487,1130,365,94,74
81.49,18.51,BADEN_WUERTTEMBERG,163,3.19,2022-05-30T16:05:25Z,84,38,45.24,2149,488,3.904,2637,1044,182,125
81.52,18.48,BAYERN,169,3.39,2022-05-30T16:05:25Z,119,43,36.13,2859,648,3.2562814070351758,3507,617,266,199
80.77,19.23,SAARLAND,30,3.21,2022-05-30T16:05:25Z,15,3,20.0,378,90,5.625,468,238,23,16
84.94,15.06,BERLIN,33,3.52,2022-05-30T16:05:25Z,39,21,53.85,942,167,4.073170731707317,1109,315,68,41
79.8,20.2,BRANDENBURG,44,3.3,2022-05-30T16:05:25Z,23,10,43.48,557,141,2.764705882352941,698,333,57,51
72.69,27.31,MECKLENBURG_VORPOMMERN,37,1.49,2022-05-30T16:05:25Z,10,5,50.0,487,183,5.71875,670,211,42,32
78.13,21.87,SACHSEN,70,3.27,2022-05-30T16:05:25Z,47,10,21.28,1122,314,4.485714285714286,1436,441,96,70
79.55,20.45,SACHSEN_ANHALT,53,1.36,2022-05-30T16:05:25Z,11,3,27.27,642,165,4.024390243902439,807,323,55,41
77.5,22.5,THUERINGEN,54,2.35,2022-05-30T16:05:25Z,16,4,25.0,527,153,4.371428571428571,680,224,43,35
