"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
71.95,28.05,SCHLESWIG_HOLSTEIN,7.14,2020-12-28T17:19:04Z,55,30,54.55,554,216,770,460,39
78.86,21.14,HAMBURG,17.9,2020-12-28T17:19:04Z,116,74,63.79,511,137,648,346,34
76.17,23.83,NIEDERSACHSEN,11.22,2020-12-28T17:19:04Z,242,114,47.11,1643,514,2157,1053,151
81.82,18.18,BREMEN,15.15,2020-12-28T17:19:04Z,35,20,57.14,189,42,231,145,14
83.36,16.64,NORDRHEIN_WESTFALEN,17.75,2020-12-28T17:19:04Z,1140,640,56.14,5354,1069,6423,2526,406
84.35,15.65,HESSEN,24.45,2020-12-28T17:19:04Z,503,260,51.69,1735,322,2057,854,117
74.45,25.55,RHEINLAND_PFALZ,20.22,2020-12-28T17:19:04Z,239,122,51.05,880,302,1182,455,94
82.39,17.61,BADEN_WUERTTEMBERG,22.02,2020-12-28T17:19:04Z,620,345,55.65,2320,496,2816,1388,182
82.62,17.38,BAYERN,23.87,2020-12-28T17:19:04Z,916,513,56.0,3170,667,3837,1188,270
84.92,15.08,SAARLAND,20.04,2020-12-28T17:19:04Z,97,41,42.27,411,73,484,255,25
86.02,13.98,BERLIN,32.07,2020-12-28T17:19:04Z,406,264,65.02,1089,177,1266,390,64
79.95,20.05,BRANDENBURG,31.9,2020-12-28T17:19:04Z,237,101,42.62,594,149,743,356,55
72.19,27.81,MECKLENBURG_VORPOMMERN,8.77,2020-12-28T17:19:04Z,64,29,45.31,527,203,730,237,42
80.11,19.89,SACHSEN,35.07,2020-12-28T17:19:04Z,566,277,48.94,1293,321,1614,624,94
78.56,21.44,SACHSEN_ANHALT,17.35,2020-12-28T17:19:04Z,161,84,52.17,729,199,928,349,56
80.31,19.69,THUERINGEN,25.96,2020-12-28T17:19:04Z,203,106,52.22,628,154,782,366,45
