"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
74.16,25.84,SCHLESWIG_HOLSTEIN,7.75,2020-12-29T17:19:11Z,60,30,50.0,574,200,774,460,39
80.75,19.25,HAMBURG,17.08,2020-12-29T17:19:11Z,110,67,60.91,520,124,644,346,34
77.95,22.05,NIEDERSACHSEN,11.16,2020-12-29T17:19:11Z,242,121,50.0,1690,478,2168,1067,152
80.79,19.21,BREMEN,13.1,2020-12-29T17:19:11Z,30,19,63.33,185,44,229,144,14
83.95,16.05,NORDRHEIN_WESTFALEN,17.96,2020-12-29T17:19:11Z,1156,662,57.27,5402,1033,6435,2511,405
85.23,14.77,HESSEN,23.84,2020-12-29T17:19:11Z,489,255,52.15,1748,303,2051,857,117
73.98,26.02,RHEINLAND_PFALZ,19.32,2020-12-29T17:19:11Z,228,114,50.0,873,307,1180,455,94
82.33,17.67,BADEN_WUERTTEMBERG,22.65,2020-12-29T17:19:11Z,642,355,55.3,2334,501,2835,1376,183
84.81,15.19,BAYERN,23.48,2020-12-29T17:19:11Z,901,503,55.83,3254,583,3837,1181,270
85.74,14.26,SAARLAND,19.48,2020-12-29T17:19:11Z,97,42,43.3,427,71,498,245,25
89.95,10.05,BERLIN,34.41,2020-12-29T17:19:11Z,438,274,62.56,1145,128,1273,390,64
81.2,18.8,BRANDENBURG,31.07,2020-12-29T17:19:11Z,233,110,47.21,609,141,750,350,55
75.75,24.25,MECKLENBURG_VORPOMMERN,10.08,2020-12-29T17:19:11Z,74,33,44.59,556,178,734,234,42
82.11,17.89,SACHSEN,35.98,2020-12-29T17:19:11Z,581,289,49.74,1326,289,1615,624,94
81.15,18.85,SACHSEN_ANHALT,17.88,2020-12-29T17:19:11Z,165,91,55.15,749,174,923,343,56
80.76,19.24,THUERINGEN,26.71,2020-12-29T17:19:11Z,211,110,52.13,638,152,790,362,45
