"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
68.71,31.29,SCHLESWIG_HOLSTEIN,2.95,2020-12-06T17:19:04Z,25,14,56.0,582,265,847,429,39
80.77,19.23,HAMBURG,13.39,2020-12-06T17:19:04Z,94,62,65.96,567,135,702,348,34
74.87,25.13,NIEDERSACHSEN,8.19,2020-12-06T17:19:04Z,186,100,53.76,1701,571,2272,1078,152
87.06,12.94,BREMEN,16.42,2020-12-06T17:19:04Z,33,26,78.79,175,26,201,135,14
81.73,18.27,NORDRHEIN_WESTFALEN,14.93,2020-12-06T17:19:04Z,967,598,61.84,5293,1183,6476,2575,404
85.94,14.06,HESSEN,16.9,2020-12-06T17:19:04Z,345,215,62.32,1754,287,2041,904,117
73.96,26.04,RHEINLAND_PFALZ,14.64,2020-12-06T17:19:04Z,176,102,57.95,889,313,1202,460,94
78.61,21.39,BADEN_WUERTTEMBERG,15.51,2020-12-06T17:19:04Z,456,269,58.99,2311,629,2940,1543,182
80.69,19.31,BAYERN,18.23,2020-12-06T17:19:04Z,710,428,60.28,3143,752,3895,1488,268
77.06,22.94,SAARLAND,14.29,2020-12-06T17:19:04Z,71,24,33.8,383,114,497,237,25
85.98,14.02,BERLIN,26.69,2020-12-06T17:19:04Z,339,235,69.32,1092,178,1270,427,64
79.6,20.4,BRANDENBURG,12.98,2020-12-06T17:19:04Z,98,52,53.06,601,154,755,409,56
76.29,23.71,MECKLENBURG_VORPOMMERN,5.14,2020-12-06T17:19:04Z,36,15,41.67,534,166,700,241,42
80.16,19.84,SACHSEN,26.0,2020-12-06T17:19:04Z,422,247,58.53,1301,322,1623,693,95
75.05,24.95,SACHSEN_ANHALT,6.55,2020-12-06T17:19:04Z,62,33,53.23,710,236,946,393,56
73.98,26.02,THUERINGEN,11.22,2020-12-06T17:19:04Z,91,42,46.15,600,211,811,412,45
