"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
68.93,31.07,SCHLESWIG_HOLSTEIN,2.22,2020-11-26T20:19:12Z,19,12,63.16,590,266,856,433,39
79.69,20.31,HAMBURG,10.99,2020-11-26T20:19:12Z,79,54,68.35,573,146,719,340,34
75.56,24.44,NIEDERSACHSEN,8.42,2020-11-26T20:19:12Z,194,105,54.12,1741,563,2304,1062,152
80.51,19.49,BREMEN,14.83,2020-11-26T20:19:12Z,35,22,62.86,190,46,236,125,14
82.74,17.26,NORDRHEIN_WESTFALEN,14.68,2020-11-26T20:19:12Z,964,608,63.07,5432,1133,6565,2523,404
86.1,13.9,HESSEN,16.6,2020-11-26T20:19:12Z,344,203,59.01,1784,288,2072,928,118
71.81,28.19,RHEINLAND_PFALZ,14.86,2020-11-26T20:19:12Z,186,112,60.22,899,353,1252,457,94
79.69,20.31,BADEN_WUERTTEMBERG,14.2,2020-11-26T20:19:12Z,427,239,55.97,2397,611,3008,1521,182
81.67,18.33,BAYERN,15.94,2020-11-26T20:19:12Z,636,379,59.59,3258,731,3989,1643,265
84.46,15.54,SAARLAND,12.35,2020-11-26T20:19:12Z,62,21,33.87,424,78,502,242,24
85.76,14.24,BERLIN,23.55,2020-11-26T20:19:12Z,301,207,68.77,1096,182,1278,422,64
77.17,22.83,BRANDENBURG,11.15,2020-11-26T20:19:12Z,85,48,56.47,588,174,762,409,56
78.16,21.84,MECKLENBURG_VORPOMMERN,4.74,2020-11-26T20:19:12Z,33,14,42.42,544,152,696,252,41
78.53,21.47,SACHSEN,20.92,2020-11-26T20:19:12Z,344,209,60.76,1291,353,1644,728,95
74.59,25.41,SACHSEN_ANHALT,5.58,2020-11-26T20:19:12Z,54,30,55.56,722,246,968,456,55
75.56,24.44,THUERINGEN,8.66,2020-11-26T20:19:12Z,73,34,46.58,637,206,843,422,45
