"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
72.87,27.13,SCHLESWIG_HOLSTEIN,8.79,2021-01-02T17:19:10Z,68,32,47.06,564,210,774,461,39
81.06,18.94,HAMBURG,18.62,2021-01-02T17:19:10Z,119,72,60.5,518,121,639,343,34
77.78,22.22,NIEDERSACHSEN,12.28,2021-01-02T17:19:10Z,267,129,48.31,1691,483,2174,1047,152
81.25,18.75,BREMEN,15.87,2021-01-02T17:19:10Z,33,21,63.64,169,39,208,146,14
84.03,15.97,NORDRHEIN_WESTFALEN,18.06,2021-01-02T17:19:10Z,1152,630,54.69,5360,1019,6379,2515,406
85.86,14.14,HESSEN,24.71,2021-01-02T17:19:10Z,505,256,50.69,1755,289,2044,834,117
72.24,27.76,RHEINLAND_PFALZ,18.57,2021-01-02T17:19:10Z,220,110,50.0,856,329,1185,462,94
82.04,17.96,BADEN_WUERTTEMBERG,22.46,2021-01-02T17:19:10Z,633,375,59.24,2312,506,2818,1384,183
85.02,14.98,BAYERN,24.22,2021-01-02T17:19:10Z,917,509,55.51,3219,567,3786,1158,270
76.64,23.36,SAARLAND,15.37,2021-01-02T17:19:10Z,75,36,48.0,374,114,488,255,25
88.1,11.9,BERLIN,35.22,2021-01-02T17:19:10Z,447,285,63.76,1118,151,1269,385,64
83.79,16.21,BRANDENBURG,31.62,2021-01-02T17:19:10Z,240,127,52.92,636,123,759,332,56
77.27,22.73,MECKLENBURG_VORPOMMERN,11.43,2021-01-02T17:19:10Z,83,35,42.17,561,165,726,225,42
80.83,19.17,SACHSEN,35.4,2021-01-02T17:19:10Z,565,283,50.09,1290,306,1596,626,94
81.06,18.94,SACHSEN_ANHALT,21.15,2021-01-02T17:19:10Z,191,102,53.4,732,171,903,365,56
80.61,19.39,THUERINGEN,27.42,2021-01-02T17:19:10Z,215,121,56.28,632,152,784,358,45
