"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
73.18,26.82,SCHLESWIG_HOLSTEIN,2.71,2020-12-04T18:19:10Z,23,12,52.17,622,228,850,428,39
84.69,15.31,HAMBURG,13.45,2020-12-04T18:19:10Z,94,59,62.77,592,107,699,348,34
77.5,22.5,NIEDERSACHSEN,8.09,2020-12-04T18:19:10Z,186,107,57.53,1781,517,2298,1062,152
84.21,15.79,BREMEN,14.47,2020-12-04T18:19:10Z,33,28,84.85,192,36,228,134,14
82.72,17.28,NORDRHEIN_WESTFALEN,14.27,2020-12-04T18:19:10Z,929,573,61.68,5385,1125,6510,2582,404
86.13,13.87,HESSEN,16.59,2020-12-04T18:19:10Z,341,215,63.05,1770,285,2055,904,117
74.05,25.95,RHEINLAND_PFALZ,14.25,2020-12-04T18:19:10Z,173,98,56.65,899,315,1214,461,94
81.74,18.26,BADEN_WUERTTEMBERG,14.62,2020-12-04T18:19:10Z,433,257,59.35,2421,541,2962,1518,182
84.13,15.87,BAYERN,17.98,2020-12-04T18:19:10Z,708,401,56.64,3313,625,3938,1489,268
83.17,16.83,SAARLAND,14.63,2020-12-04T18:19:10Z,73,28,38.36,415,84,499,237,25
86.89,13.11,BERLIN,26.15,2020-12-04T18:19:10Z,331,231,69.79,1100,166,1266,427,64
81.31,18.69,BRANDENBURG,13.07,2020-12-04T18:19:10Z,100,56,56.0,622,143,765,408,56
80.54,19.46,MECKLENBURG_VORPOMMERN,4.26,2020-12-04T18:19:10Z,30,17,56.67,567,137,704,246,42
82.05,17.95,SACHSEN,25.91,2020-12-04T18:19:10Z,420,241,57.38,1330,291,1621,688,95
76.83,23.17,SACHSEN_ANHALT,5.85,2020-12-04T18:19:10Z,56,30,53.57,736,222,958,394,56
79.27,20.73,THUERINGEN,10.79,2020-12-04T18:19:10Z,89,40,44.94,654,171,825,408,45
