"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
68.46,31.54,SCHLESWIG_HOLSTEIN,3.04,2020-11-30T17:19:09Z,26,15,57.69,586,270,856,432,39
77.26,22.74,HAMBURG,12.57,2020-11-30T17:19:09Z,89,57,64.04,547,161,708,348,34
73.89,26.11,NIEDERSACHSEN,7.91,2020-11-30T17:19:09Z,180,111,61.67,1681,594,2275,1070,152
83.77,16.23,BREMEN,15.35,2020-11-30T17:19:09Z,35,23,65.71,191,37,228,133,14
79.8,20.2,NORDRHEIN_WESTFALEN,14.8,2020-11-30T17:19:09Z,966,575,59.52,5210,1319,6529,2563,403
86.4,13.6,HESSEN,17.26,2020-11-30T17:19:09Z,354,211,59.6,1772,279,2051,926,117
72.2,27.8,RHEINLAND_PFALZ,15.39,2020-11-30T17:19:09Z,191,110,57.59,896,345,1241,456,94
78.12,21.88,BADEN_WUERTTEMBERG,14.62,2020-11-30T17:19:09Z,439,253,57.63,2346,657,3003,1519,182
79.91,20.09,BAYERN,16.18,2020-11-30T17:19:09Z,647,385,59.51,3195,803,3998,1601,268
83.37,16.63,SAARLAND,13.14,2020-11-30T17:19:09Z,64,22,34.38,406,81,487,247,24
86.29,13.71,BERLIN,24.35,2020-11-30T17:19:09Z,309,214,69.26,1095,174,1269,427,64
76.11,23.89,BRANDENBURG,11.36,2020-11-30T17:19:09Z,87,47,54.02,583,183,766,408,56
72.69,27.31,MECKLENBURG_VORPOMMERN,4.41,2020-11-30T17:19:09Z,31,15,48.39,511,192,703,251,41
78.56,21.44,SACHSEN,23.3,2020-11-30T17:19:09Z,376,223,59.31,1268,346,1614,726,95
74.97,25.03,SACHSEN_ANHALT,5.55,2020-11-30T17:19:09Z,53,23,43.4,716,239,955,414,56
75.21,24.79,THUERINGEN,9.77,2020-11-30T17:19:09Z,82,39,47.56,631,208,839,409,45
