"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
70.31,29.69,SCHLESWIG_HOLSTEIN,2.7,2020-11-13T19:44:55Z,23,14,60.87,599,253,852,438,39
79.95,20.05,HAMBURG,10.58,2020-11-13T19:44:55Z,77,42,54.55,582,146,728,334,34
70.32,29.68,NIEDERSACHSEN,8.05,2020-11-13T19:44:55Z,197,109,55.33,1720,726,2446,986,152
74.06,25.94,BREMEN,13.68,2020-11-13T19:44:55Z,29,22,75.86,157,55,212,134,13
80.69,19.31,NORDRHEIN_WESTFALEN,13.55,2020-11-13T19:44:55Z,898,534,59.47,5349,1280,6629,2605,401
83.39,16.61,HESSEN,13.15,2020-11-13T19:44:55Z,277,154,55.6,1757,350,2107,953,117
69.19,30.81,RHEINLAND_PFALZ,10.0,2020-11-13T19:44:55Z,135,70,51.85,934,416,1350,469,95
76.8,23.2,BADEN_WUERTTEMBERG,12.38,2020-11-13T19:44:55Z,374,213,56.95,2320,701,3021,1549,182
78.26,21.74,BAYERN,11.58,2020-11-13T19:44:55Z,475,271,57.05,3211,892,4103,1819,262
68.89,31.11,SAARLAND,11.83,2020-11-13T19:44:55Z,62,18,29.03,361,163,524,226,24
86.9,13.1,BERLIN,22.54,2020-11-13T19:44:55Z,284,196,69.01,1095,165,1260,435,64
74.15,25.85,BRANDENBURG,8.07,2020-11-13T19:44:55Z,64,36,56.25,588,205,793,434,57
78.95,21.05,MECKLENBURG_VORPOMMERN,3.74,2020-11-13T19:44:55Z,27,13,48.15,570,152,722,260,41
77.38,22.62,SACHSEN,16.1,2020-11-13T19:44:55Z,267,126,47.19,1283,375,1658,725,95
74.04,25.96,SACHSEN_ANHALT,4.67,2020-11-13T19:44:55Z,46,26,56.52,730,256,986,462,56
68.22,31.78,THUERINGEN,7.31,2020-11-13T19:44:55Z,69,16,23.19,644,300,944,457,45
