"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
69.09,30.91,SCHLESWIG_HOLSTEIN,2.69,2020-11-23T18:19:05Z,23,14,60.87,590,264,854,449,39
76.6,23.4,HAMBURG,12.53,2020-11-23T18:19:05Z,90,51,56.67,550,168,718,344,34
71.83,28.17,NIEDERSACHSEN,8.52,2020-11-23T18:19:05Z,195,114,58.46,1645,645,2290,1074,152
80.43,19.57,BREMEN,17.87,2020-11-23T18:19:05Z,42,24,57.14,189,46,235,126,14
79.96,20.04,NORDRHEIN_WESTFALEN,14.89,2020-11-23T18:19:05Z,980,573,58.47,5262,1319,6581,2539,404
83.26,16.74,HESSEN,15.92,2020-11-23T18:19:05Z,329,191,58.05,1721,346,2067,916,118
69.1,30.9,RHEINLAND_PFALZ,12.81,2020-11-23T18:19:05Z,163,90,55.21,879,393,1272,465,94
75.73,24.27,BADEN_WUERTTEMBERG,13.25,2020-11-23T18:19:05Z,402,243,60.45,2297,736,3033,1527,182
76.61,23.39,BAYERN,14.53,2020-11-23T18:19:05Z,587,331,56.39,3095,945,4040,1643,263
75.35,24.65,SAARLAND,11.93,2020-11-23T18:19:05Z,60,22,36.67,379,124,503,242,24
84.39,15.61,BERLIN,24.12,2020-11-23T18:19:05Z,309,204,66.02,1081,200,1281,418,64
73.79,26.21,BRANDENBURG,10.18,2020-11-23T18:19:05Z,80,45,56.25,580,206,786,421,57
73.83,26.17,MECKLENBURG_VORPOMMERN,3.68,2020-11-23T18:19:05Z,26,16,61.54,522,185,707,250,41
75.68,24.32,SACHSEN,19.65,2020-11-23T18:19:05Z,324,188,58.02,1248,401,1649,733,95
70.45,29.55,SACHSEN_ANHALT,5.57,2020-11-23T18:19:05Z,55,25,45.45,696,292,988,464,56
69.86,30.14,THUERINGEN,8.53,2020-11-23T18:19:05Z,73,28,38.36,598,258,856,431,45
