"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
66.39,33.61,SCHLESWIG_HOLSTEIN,3.2,2020-11-16T20:19:05Z,27,15,55.56,561,284,845,439,39
78.96,21.04,HAMBURG,11.61,2020-11-16T20:19:05Z,85,51,60.0,578,154,732,344,34
69.31,30.69,NIEDERSACHSEN,8.04,2020-11-16T20:19:05Z,197,118,59.9,1698,752,2450,975,152
79.31,20.69,BREMEN,14.66,2020-11-16T20:19:05Z,34,25,73.53,184,48,232,138,14
79.36,20.64,NORDRHEIN_WESTFALEN,13.94,2020-11-16T20:19:05Z,922,546,59.22,5248,1365,6613,2572,401
80.1,19.9,HESSEN,13.59,2020-11-16T20:19:05Z,286,160,55.94,1686,419,2105,909,117
66.67,33.33,RHEINLAND_PFALZ,9.66,2020-11-16T20:19:05Z,129,79,61.24,890,445,1335,467,94
75.39,24.61,BADEN_WUERTTEMBERG,13.13,2020-11-16T20:19:05Z,397,223,56.17,2279,744,3023,1563,182
76.18,23.82,BAYERN,12.35,2020-11-16T20:19:05Z,503,292,58.05,3102,970,4072,1731,262
65.09,34.91,SAARLAND,13.09,2020-11-16T20:19:05Z,69,26,37.68,343,184,527,229,24
87.22,12.78,BERLIN,23.17,2020-11-16T20:19:05Z,292,187,64.04,1099,161,1260,447,64
70.68,29.32,BRANDENBURG,9.32,2020-11-16T20:19:05Z,75,49,65.33,569,236,805,414,57
77.13,22.87,MECKLENBURG_VORPOMMERN,4.32,2020-11-16T20:19:05Z,31,17,54.84,553,164,717,260,41
74.3,25.7,SACHSEN,16.24,2020-11-16T20:19:05Z,271,144,53.14,1240,429,1669,709,95
70.71,29.29,SACHSEN_ANHALT,5.12,2020-11-16T20:19:05Z,51,24,47.06,705,292,997,461,56
66.38,33.62,THUERINGEN,7.85,2020-11-16T20:19:05Z,74,20,27.03,626,317,943,452,45
