"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
70.37,29.63,SCHLESWIG_HOLSTEIN,2.83,2020-11-28T17:19:12Z,24,12,50.0,596,251,847,432,39
80.09,19.91,HAMBURG,11.52,2020-11-28T17:19:12Z,81,55,67.9,563,140,703,351,34
76.47,23.53,NIEDERSACHSEN,8.07,2020-11-28T17:19:12Z,183,104,56.83,1735,534,2269,1074,152
81.78,18.22,BREMEN,17.29,2020-11-28T17:19:12Z,37,22,59.46,175,39,214,129,14
81.12,18.88,NORDRHEIN_WESTFALEN,14.66,2020-11-28T17:19:12Z,958,592,61.8,5303,1234,6537,2570,404
86.75,13.25,HESSEN,17.55,2020-11-28T17:19:12Z,359,211,58.77,1775,271,2046,927,117
71.5,28.5,RHEINLAND_PFALZ,14.73,2020-11-28T17:19:12Z,183,111,60.66,888,354,1242,453,94
79.62,20.38,BADEN_WUERTTEMBERG,14.38,2020-11-28T17:19:12Z,431,246,57.08,2387,611,2998,1519,182
81.3,18.7,BAYERN,16.27,2020-11-28T17:19:12Z,648,383,59.1,3238,745,3983,1608,268
76.51,23.49,SAARLAND,13.45,2020-11-28T17:19:12Z,67,24,35.82,381,117,498,242,24
88.37,11.63,BERLIN,23.73,2020-11-28T17:19:12Z,300,209,69.67,1117,147,1264,424,64
75.72,24.28,BRANDENBURG,11.62,2020-11-28T17:19:12Z,89,46,51.69,580,186,766,409,56
78.13,21.87,MECKLENBURG_VORPOMMERN,5.32,2020-11-28T17:19:12Z,37,17,45.95,543,152,695,255,41
78.46,21.54,SACHSEN,22.46,2020-11-28T17:19:12Z,365,213,58.36,1275,350,1625,731,95
74.92,25.08,SACHSEN_ANHALT,5.88,2020-11-28T17:19:12Z,56,25,44.64,714,239,953,446,55
76.76,23.24,THUERINGEN,9.18,2020-11-28T17:19:12Z,77,38,49.35,644,195,839,426,45
