"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
73.31,26.69,SCHLESWIG_HOLSTEIN,8.17,2021-01-05T17:19:06Z,64,37,57.81,574,209,783,468,39
82.43,17.57,HAMBURG,16.82,2021-01-05T17:19:06Z,112,69,61.61,549,117,666,341,34
79.38,20.62,NIEDERSACHSEN,12.1,2021-01-05T17:19:06Z,267,138,51.69,1752,455,2207,1022,154
82.14,17.86,BREMEN,12.05,2021-01-05T17:19:06Z,27,18,66.67,184,40,224,143,14
84.11,15.89,NORDRHEIN_WESTFALEN,17.48,2021-01-05T17:19:06Z,1119,633,56.57,5384,1017,6401,2465,403
86.21,13.79,HESSEN,24.9,2021-01-05T17:19:06Z,522,281,53.83,1807,289,2096,839,118
76.41,23.59,RHEINLAND_PFALZ,18.44,2021-01-05T17:19:06Z,222,102,45.95,920,284,1204,441,94
83.48,16.52,BADEN_WUERTTEMBERG,20.76,2021-01-05T17:19:06Z,597,360,60.3,2401,475,2876,1389,183
85.8,14.2,BAYERN,23.69,2021-01-05T17:19:06Z,904,516,57.08,3274,542,3816,1165,270
80.43,19.57,SAARLAND,16.83,2021-01-05T17:19:06Z,86,36,41.86,411,100,511,247,25
88.95,11.05,BERLIN,35.33,2021-01-05T17:19:06Z,454,295,64.98,1143,142,1285,382,64
85.86,14.14,BRANDENBURG,30.59,2021-01-05T17:19:06Z,238,131,55.04,668,110,778,313,56
81.19,18.81,MECKLENBURG_VORPOMMERN,14.11,2021-01-05T17:19:06Z,102,42,41.18,587,136,723,228,42
80.37,19.63,SACHSEN,33.66,2021-01-05T17:19:06Z,542,282,52.03,1294,316,1610,620,94
85.34,14.66,SACHSEN_ANHALT,23.7,2021-01-05T17:19:06Z,215,120,55.81,774,133,907,355,56
82.88,17.12,THUERINGEN,26.0,2021-01-05T17:19:06Z,202,118,58.42,644,133,777,359,45
