"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
65.02,34.98,SCHLESWIG_HOLSTEIN,2.59,2020-11-22T18:19:11Z,22,13,59.09,552,297,849,449,39
76.9,23.1,HAMBURG,12.11,2020-11-22T18:19:11Z,86,54,62.79,546,164,710,344,34
69.2,30.8,NIEDERSACHSEN,8.32,2020-11-22T18:19:11Z,196,107,54.59,1631,726,2357,997,152
76.55,23.45,BREMEN,18.58,2020-11-22T18:19:11Z,42,29,69.05,173,53,226,137,14
79.29,20.71,NORDRHEIN_WESTFALEN,14.68,2020-11-22T18:19:11Z,971,575,59.22,5246,1370,6616,2528,403
83.09,16.91,HESSEN,15.69,2020-11-22T18:19:11Z,322,194,60.25,1705,347,2052,922,118
70.02,29.98,RHEINLAND_PFALZ,11.88,2020-11-22T18:19:11Z,151,84,55.63,890,381,1271,466,94
76.99,23.01,BADEN_WUERTTEMBERG,13.67,2020-11-22T18:19:11Z,410,237,57.8,2309,690,2999,1539,182
76.77,23.23,BAYERN,14.03,2020-11-22T18:19:11Z,564,312,55.32,3086,934,4020,1656,263
75.86,24.14,SAARLAND,13.48,2020-11-22T18:19:11Z,67,17,25.37,377,120,497,244,24
84.8,15.2,BERLIN,24.41,2020-11-22T18:19:11Z,310,203,65.48,1077,193,1270,419,64
73.54,26.46,BRANDENBURG,10.43,2020-11-22T18:19:11Z,82,45,54.88,578,208,786,421,57
72.38,27.62,MECKLENBURG_VORPOMMERN,3.49,2020-11-22T18:19:11Z,25,18,72.0,519,198,717,264,41
74.16,25.84,SACHSEN,18.72,2020-11-22T18:19:11Z,308,191,62.01,1220,425,1645,737,95
73.17,26.83,SACHSEN_ANHALT,5.43,2020-11-22T18:19:11Z,54,25,46.3,728,267,995,464,56
67.68,32.32,THUERINGEN,10.38,2020-11-22T18:19:11Z,96,26,27.08,626,299,925,458,45
