"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
70.79,29.21,SCHLESWIG_HOLSTEIN,3.27,2020-12-01T17:19:09Z,28,14,50.0,606,250,856,429,39
83.66,16.34,HAMBURG,12.68,2020-12-01T17:19:09Z,90,58,64.44,594,116,710,345,34
75.97,24.03,NIEDERSACHSEN,8.5,2020-12-01T17:19:09Z,195,118,60.51,1742,551,2293,1066,152
84.82,15.18,BREMEN,16.07,2020-12-01T17:19:09Z,36,23,63.89,190,34,224,134,14
80.87,19.13,NORDRHEIN_WESTFALEN,14.58,2020-12-01T17:19:09Z,954,576,60.38,5291,1252,6543,2553,403
87.16,12.84,HESSEN,17.01,2020-12-01T17:19:09Z,351,212,60.4,1799,265,2064,904,117
73.19,26.81,RHEINLAND_PFALZ,15.22,2020-12-01T17:19:09Z,189,107,56.61,909,333,1242,450,94
80.23,19.77,BADEN_WUERTTEMBERG,14.08,2020-12-01T17:19:09Z,423,256,60.52,2410,594,3004,1523,182
82.06,17.94,BAYERN,16.05,2020-12-01T17:19:09Z,643,391,60.81,3288,719,4007,1494,268
84.74,15.26,SAARLAND,14.06,2020-12-01T17:19:09Z,70,22,31.43,422,76,498,237,25
88.19,11.81,BERLIN,24.09,2020-12-01T17:19:09Z,304,219,72.04,1113,149,1262,428,64
77.08,22.92,BRANDENBURG,11.07,2020-12-01T17:19:09Z,85,45,52.94,592,176,768,408,56
77.3,22.7,MECKLENBURG_VORPOMMERN,4.11,2020-12-01T17:19:09Z,29,13,44.83,545,160,705,254,41
79.16,20.84,SACHSEN,23.98,2020-12-01T17:19:09Z,389,238,61.18,1284,338,1622,723,95
74.9,25.1,SACHSEN_ANHALT,5.54,2020-12-01T17:19:09Z,53,23,43.4,716,240,956,411,56
75.77,24.23,THUERINGEN,10.1,2020-12-01T17:19:09Z,85,36,42.35,638,204,842,410,45
