"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
74.45,25.55,SCHLESWIG_HOLSTEIN,8.82,2021-01-01T17:19:04Z,68,33,48.53,574,197,771,461,39
78.25,21.75,HAMBURG,17.84,2021-01-01T17:19:04Z,114,72,63.16,500,139,639,345,34
76.39,23.61,NIEDERSACHSEN,11.62,2021-01-01T17:19:04Z,250,129,51.6,1644,508,2152,1066,152
80.48,19.52,BREMEN,16.19,2021-01-01T17:19:04Z,34,22,64.71,169,41,210,143,14
83.49,16.51,NORDRHEIN_WESTFALEN,18.12,2021-01-01T17:19:04Z,1153,644,55.85,5313,1051,6364,2520,406
86.13,13.87,HESSEN,24.51,2021-01-01T17:19:04Z,502,269,53.59,1764,284,2048,832,117
73.11,26.89,RHEINLAND_PFALZ,18.38,2021-01-01T17:19:04Z,216,106,49.07,859,316,1175,449,94
82.43,17.57,BADEN_WUERTTEMBERG,21.73,2021-01-01T17:19:04Z,612,373,60.95,2322,495,2817,1398,183
84.17,15.83,BAYERN,22.89,2021-01-01T17:19:04Z,869,496,57.08,3196,601,3797,1157,270
75.51,24.49,SAARLAND,13.67,2021-01-01T17:19:04Z,67,38,56.72,370,120,490,253,25
88.65,11.35,BERLIN,35.56,2021-01-01T17:19:04Z,448,284,63.39,1117,143,1260,386,64
81.17,18.83,BRANDENBURG,31.57,2021-01-01T17:19:04Z,233,124,53.22,599,139,738,342,55
75.44,24.56,MECKLENBURG_VORPOMMERN,11.05,2021-01-01T17:19:04Z,81,36,44.44,553,180,733,230,42
81.25,18.75,SACHSEN,35.06,2021-01-01T17:19:04Z,561,273,48.66,1300,300,1600,623,94
80.47,19.53,SACHSEN_ANHALT,20.42,2021-01-01T17:19:04Z,184,100,54.35,725,176,901,353,56
81.81,18.19,THUERINGEN,26.71,2021-01-01T17:19:04Z,207,119,57.49,634,141,775,359,45
