"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
68.22,31.78,SCHLESWIG_HOLSTEIN,2.57,2020-11-24T21:19:06Z,22,13,59.09,584,272,856,433,39
79.06,20.94,HAMBURG,12.12,2020-11-24T21:19:06Z,88,52,59.09,574,152,726,338,34
75.45,24.55,NIEDERSACHSEN,8.27,2020-11-24T21:19:06Z,190,102,53.68,1733,564,2297,1070,152
83.55,16.45,BREMEN,16.45,2020-11-24T21:19:06Z,38,23,60.53,193,38,231,130,14
81.54,18.46,NORDRHEIN_WESTFALEN,14.85,2020-11-24T21:19:06Z,979,586,59.86,5376,1217,6593,2512,404
85.35,14.65,HESSEN,15.76,2020-11-24T21:19:06Z,327,199,60.86,1771,304,2075,911,118
71.1,28.9,RHEINLAND_PFALZ,14.09,2020-11-24T21:19:06Z,179,95,53.07,903,367,1270,466,94
77.73,22.27,BADEN_WUERTTEMBERG,14.11,2020-11-24T21:19:06Z,427,245,57.38,2352,674,3026,1516,182
78.37,21.63,BAYERN,14.57,2020-11-24T21:19:06Z,591,328,55.5,3178,877,4055,1637,264
80.44,19.56,SAARLAND,13.17,2020-11-24T21:19:06Z,66,22,33.33,403,98,501,242,24
84.37,15.63,BERLIN,23.96,2020-11-24T21:19:06Z,305,205,67.21,1074,199,1273,423,64
76.11,23.89,BRANDENBURG,10.29,2020-11-24T21:19:06Z,81,46,56.79,599,188,787,427,57
78.92,21.08,MECKLENBURG_VORPOMMERN,4.13,2020-11-24T21:19:06Z,29,16,55.17,554,148,702,252,41
77.88,22.12,SACHSEN,19.99,2020-11-24T21:19:06Z,328,187,57.01,1278,363,1641,736,95
72.64,27.36,SACHSEN_ANHALT,5.57,2020-11-24T21:19:06Z,55,27,49.09,717,270,987,463,56
75.59,24.41,THUERINGEN,8.73,2020-11-24T21:19:06Z,74,33,44.59,641,207,848,423,45
