"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
67.25,32.75,SCHLESWIG_HOLSTEIN,2.56,2020-11-18T18:19:09Z,22,12,54.55,577,281,858,437,39
81.83,18.17,HAMBURG,11.23,2020-11-18T18:19:09Z,81,52,64.2,590,131,721,345,34
71.76,28.24,NIEDERSACHSEN,8.68,2020-11-18T18:19:09Z,209,114,54.55,1728,680,2408,994,152
80.33,19.67,BREMEN,13.93,2020-11-18T18:19:09Z,34,26,76.47,196,48,244,131,14
80.85,19.15,NORDRHEIN_WESTFALEN,14.18,2020-11-18T18:19:09Z,941,552,58.66,5365,1271,6636,2543,402
85.15,14.85,HESSEN,14.51,2020-11-18T18:19:09Z,299,177,59.2,1755,306,2061,895,117
68.7,31.3,RHEINLAND_PFALZ,11.67,2020-11-18T18:19:09Z,151,81,53.64,889,405,1294,470,94
78.13,21.87,BADEN_WUERTTEMBERG,13.38,2020-11-18T18:19:09Z,403,216,53.6,2354,659,3013,1552,182
78.04,21.96,BAYERN,12.63,2020-11-18T18:19:09Z,519,301,58.0,3206,902,4108,1701,262
72.21,27.79,SAARLAND,11.15,2020-11-18T18:19:09Z,61,17,27.87,395,152,547,206,25
86.93,13.07,BERLIN,23.7,2020-11-18T18:19:09Z,301,191,63.46,1104,166,1270,444,64
75.97,24.03,BRANDENBURG,9.56,2020-11-18T18:19:09Z,76,49,64.47,604,191,795,426,57
79.69,20.31,MECKLENBURG_VORPOMMERN,3.89,2020-11-18T18:19:09Z,28,18,64.29,573,146,719,263,41
77.11,22.89,SACHSEN,18.27,2020-11-18T18:19:09Z,305,166,54.43,1287,382,1669,713,95
76.28,23.72,SACHSEN_ANHALT,5.31,2020-11-18T18:19:09Z,53,27,50.94,762,237,999,464,56
71.95,28.05,THUERINGEN,9.42,2020-11-18T18:19:09Z,88,28,31.82,672,262,934,458,45
