"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
72.0,28.0,SCHLESWIG_HOLSTEIN,3.32,2020-12-16T17:19:12Z,28,18,64.29,607,236,843,433,39
81.13,18.87,HAMBURG,13.64,2020-12-16T17:19:12Z,94,50,53.19,559,130,689,336,34
77.57,22.43,NIEDERSACHSEN,8.12,2020-12-16T17:19:12Z,184,100,54.35,1757,508,2265,1063,152
86.4,13.6,BREMEN,17.54,2020-12-16T17:19:12Z,40,26,65.0,197,31,228,141,14
84.15,15.85,NORDRHEIN_WESTFALEN,16.5,2020-12-16T17:19:12Z,1062,633,59.6,5417,1020,6437,2547,406
86.51,13.49,HESSEN,20.69,2020-12-16T17:19:12Z,425,252,59.29,1777,277,2054,879,117
77.27,22.73,RHEINLAND_PFALZ,15.12,2020-12-16T17:19:12Z,183,115,62.84,935,275,1210,451,95
84.3,15.7,BADEN_WUERTTEMBERG,20.18,2020-12-16T17:19:12Z,576,330,57.29,2406,448,2854,1397,182
85.17,14.83,BAYERN,20.7,2020-12-16T17:19:12Z,807,481,59.6,3320,578,3898,1302,270
82.21,17.79,SAARLAND,14.43,2020-12-16T17:19:12Z,73,26,35.62,416,90,506,244,26
89.31,10.69,BERLIN,29.59,2020-12-16T17:19:12Z,371,235,63.34,1120,134,1254,411,64
79.23,20.77,BRANDENBURG,17.69,2020-12-16T17:19:12Z,138,64,46.38,618,162,780,364,56
78.17,21.83,MECKLENBURG_VORPOMMERN,7.18,2020-12-16T17:19:12Z,51,17,33.33,555,155,710,241,42
87.45,12.55,SACHSEN,35.44,2020-12-16T17:19:12Z,582,306,52.58,1436,206,1642,634,95
81.61,18.39,SACHSEN_ANHALT,11.1,2020-12-16T17:19:12Z,102,62,60.78,750,169,919,390,56
82.83,17.17,THUERINGEN,16.16,2020-12-16T17:19:12Z,128,52,40.63,656,136,792,404,45
