"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
66.71,33.29,SCHLESWIG_HOLSTEIN,2.83,2020-11-29T15:19:05Z,24,13,54.17,565,282,847,432,39
76.45,23.55,HAMBURG,11.35,2020-11-29T15:19:05Z,80,55,68.75,539,166,705,350,34
74.64,25.36,NIEDERSACHSEN,8.21,2020-11-29T15:19:05Z,185,108,58.38,1681,571,2252,1084,152
81.4,18.6,BREMEN,16.28,2020-11-29T15:19:05Z,35,22,62.86,175,40,215,134,14
80.59,19.41,NORDRHEIN_WESTFALEN,14.81,2020-11-29T15:19:05Z,963,583,60.54,5239,1262,6501,2564,404
87.09,12.91,HESSEN,17.36,2020-11-29T15:19:05Z,355,217,61.13,1781,264,2045,929,117
71.19,28.81,RHEINLAND_PFALZ,14.93,2020-11-29T15:19:05Z,185,110,59.46,882,357,1239,455,94
77.63,22.37,BADEN_WUERTTEMBERG,14.18,2020-11-29T15:19:05Z,424,247,58.25,2322,669,2991,1521,182
80.48,19.52,BAYERN,16.21,2020-11-29T15:19:05Z,645,376,58.29,3203,777,3980,1607,268
76.94,23.06,SAARLAND,13.47,2020-11-29T15:19:05Z,66,24,36.36,377,113,490,241,24
87.94,12.06,BERLIN,24.05,2020-11-29T15:19:05Z,303,205,67.66,1108,152,1260,424,64
75.42,24.58,BRANDENBURG,11.18,2020-11-29T15:19:05Z,86,42,48.84,580,189,769,409,56
73.71,26.29,MECKLENBURG_VORPOMMERN,4.6,2020-11-29T15:19:05Z,32,17,53.13,513,183,696,250,41
76.94,23.06,SACHSEN,23.37,2020-11-29T15:19:05Z,379,214,56.46,1248,374,1622,730,95
74.4,25.6,SACHSEN_ANHALT,5.64,2020-11-29T15:19:05Z,54,25,46.3,712,245,957,448,56
73.87,26.13,THUERINGEN,9.43,2020-11-29T15:19:05Z,79,38,48.1,619,219,838,412,45
