"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
70.76,29.24,SCHLESWIG_HOLSTEIN,3.04,2020-12-02T17:19:04Z,26,12,46.15,605,250,855,431,39
83.36,16.64,HAMBURG,11.99,2020-12-02T17:19:04Z,85,57,67.06,591,118,709,350,34
76.76,23.24,NIEDERSACHSEN,8.33,2020-12-02T17:19:04Z,190,113,59.47,1751,530,2281,1060,151
85.84,14.16,BREMEN,15.49,2020-12-02T17:19:04Z,35,28,80.0,194,32,226,135,14
82.19,17.81,NORDRHEIN_WESTFALEN,14.57,2020-12-02T17:19:04Z,953,580,60.86,5377,1165,6542,2555,403
87.42,12.58,HESSEN,16.71,2020-12-02T17:19:04Z,344,215,62.5,1800,259,2059,909,117
73.06,26.94,RHEINLAND_PFALZ,14.84,2020-12-02T17:19:04Z,184,103,55.98,906,334,1240,454,94
79.66,20.34,BADEN_WUERTTEMBERG,13.96,2020-12-02T17:19:04Z,418,255,61.0,2385,609,2994,1525,182
81.52,18.48,BAYERN,16.5,2020-12-02T17:19:04Z,659,389,59.03,3256,738,3994,1512,268
80.04,19.96,SAARLAND,14.92,2020-12-02T17:19:04Z,74,26,35.14,397,99,496,237,25
89.27,10.73,BERLIN,24.68,2020-12-02T17:19:04Z,313,213,68.05,1132,136,1268,426,64
79.74,20.26,BRANDENBURG,11.43,2020-12-02T17:19:04Z,88,47,53.41,614,156,770,405,56
78.44,21.56,MECKLENBURG_VORPOMMERN,4.26,2020-12-02T17:19:04Z,30,15,50.0,553,152,705,253,41
81.6,18.4,SACHSEN,25.25,2020-12-02T17:19:04Z,409,242,59.17,1322,298,1620,704,95
76.54,23.46,SACHSEN_ANHALT,5.97,2020-12-02T17:19:04Z,57,24,42.11,731,224,955,414,56
79.44,20.56,THUERINGEN,10.71,2020-12-02T17:19:04Z,88,35,39.77,653,169,822,410,45
