"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
65.77,34.23,SCHLESWIG_HOLSTEIN,3.17,2020-11-15T22:19:07Z,27,12,44.44,561,292,853,439,39
79.39,20.61,HAMBURG,11.07,2020-11-15T22:19:07Z,80,46,57.5,574,149,723,343,34
70.55,29.45,NIEDERSACHSEN,8.24,2020-11-15T22:19:07Z,199,113,56.78,1703,711,2414,1000,152
79.0,21.0,BREMEN,14.0,2020-11-15T22:19:07Z,28,21,75.0,158,42,200,131,13
79.1,20.9,NORDRHEIN_WESTFALEN,13.64,2020-11-15T22:19:07Z,898,540,60.13,5209,1376,6585,2576,401
81.5,18.5,HESSEN,13.48,2020-11-15T22:19:07Z,282,153,54.26,1705,387,2092,921,117
66.59,33.41,RHEINLAND_PFALZ,10.22,2020-11-15T22:19:07Z,138,78,56.52,899,451,1350,475,95
76.73,23.27,BADEN_WUERTTEMBERG,13.36,2020-11-15T22:19:07Z,399,215,53.88,2292,695,2987,1564,182
75.83,24.17,BAYERN,12.16,2020-11-15T22:19:07Z,492,287,58.33,3068,978,4046,1752,262
66.16,33.84,SAARLAND,12.36,2020-11-15T22:19:07Z,65,21,32.31,348,178,526,228,24
84.97,15.03,BERLIN,22.94,2020-11-15T22:19:07Z,287,192,66.9,1063,188,1251,444,64
70.35,29.65,BRANDENBURG,9.05,2020-11-15T22:19:07Z,72,47,65.28,560,236,796,417,57
77.78,22.22,MECKLENBURG_VORPOMMERN,4.03,2020-11-15T22:19:07Z,29,15,51.72,560,160,720,260,41
72.5,27.5,SACHSEN,16.17,2020-11-15T22:19:07Z,267,140,52.43,1197,454,1651,727,95
72.75,27.25,SACHSEN_ANHALT,5.17,2020-11-15T22:19:07Z,51,29,56.86,718,269,987,460,56
65.93,34.07,THUERINGEN,7.3,2020-11-15T22:19:07Z,69,17,24.64,623,322,945,460,45
