"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
74.46,25.54,SCHLESWIG_HOLSTEIN,4.73,2020-12-22T17:19:11Z,37,18,48.65,583,200,783,430,39
79.51,20.49,HAMBURG,15.48,2020-12-22T17:19:11Z,102,67,65.69,524,135,659,343,34
77.67,22.33,NIEDERSACHSEN,9.79,2020-12-22T17:19:11Z,218,107,49.08,1729,497,2226,1059,153
82.46,17.54,BREMEN,17.11,2020-12-22T17:19:11Z,39,23,58.97,188,40,228,142,14
84.02,15.98,NORDRHEIN_WESTFALEN,17.47,2020-12-22T17:19:11Z,1124,619,55.07,5406,1028,6434,2550,405
85.48,14.52,HESSEN,22.9,2020-12-22T17:19:11Z,467,245,52.46,1743,296,2039,874,117
75.91,24.09,RHEINLAND_PFALZ,17.77,2020-12-22T17:19:11Z,214,99,46.26,914,290,1204,452,94
82.96,17.04,BADEN_WUERTTEMBERG,21.42,2020-12-22T17:19:11Z,607,323,53.21,2351,483,2834,1391,181
84.09,15.91,BAYERN,21.38,2020-12-22T17:19:11Z,825,463,56.12,3244,614,3858,1232,270
83.73,16.27,SAARLAND,16.87,2020-12-22T17:19:11Z,84,30,35.71,417,81,498,243,25
87.32,12.68,BERLIN,30.54,2020-12-22T17:19:11Z,383,246,64.23,1095,159,1254,391,64
79.58,20.42,BRANDENBURG,25.23,2020-12-22T17:19:11Z,194,62,31.96,612,157,769,352,56
74.45,25.55,MECKLENBURG_VORPOMMERN,8.1,2020-12-22T17:19:11Z,59,19,32.2,542,186,728,245,42
84.04,15.96,SACHSEN,36.28,2020-12-22T17:19:11Z,582,261,44.85,1348,256,1604,626,93
82.53,17.47,SACHSEN_ANHALT,14.07,2020-12-22T17:19:11Z,128,69,53.91,751,159,910,356,56
78.27,21.73,THUERINGEN,19.95,2020-12-22T17:19:11Z,157,77,49.04,616,171,787,393,45
