"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
73.25,26.75,SCHLESWIG_HOLSTEIN,3.33,2020-12-17T17:19:04Z,28,15,53.57,616,225,841,433,39
84.3,15.7,HAMBURG,15.7,2020-12-17T17:19:04Z,106,53,50.0,569,106,675,349,34
77.66,22.34,NIEDERSACHSEN,8.61,2020-12-17T17:19:04Z,194,101,52.06,1749,503,2252,1062,152
85.34,14.66,BREMEN,15.52,2020-12-17T17:19:04Z,36,24,66.67,198,34,232,137,14
83.99,16.01,NORDRHEIN_WESTFALEN,16.55,2020-12-17T17:19:04Z,1067,622,58.29,5414,1032,6446,2530,406
87.28,12.72,HESSEN,21.0,2020-12-17T17:19:04Z,431,251,58.24,1791,261,2052,876,117
75.85,24.15,RHEINLAND_PFALZ,15.22,2020-12-17T17:19:04Z,184,112,60.87,917,292,1209,447,95
83.7,16.3,BADEN_WUERTTEMBERG,19.71,2020-12-17T17:19:04Z,566,336,59.36,2404,468,2872,1388,182
85.39,14.61,BAYERN,20.54,2020-12-17T17:19:04Z,800,484,60.5,3325,569,3894,1300,270
82.61,17.39,SAARLAND,14.03,2020-12-17T17:19:04Z,71,25,35.21,418,88,506,245,26
87.27,12.73,BERLIN,30.07,2020-12-17T17:19:04Z,378,234,61.9,1097,160,1257,410,64
79.64,20.36,BRANDENBURG,19.07,2020-12-17T17:19:04Z,147,71,48.3,614,157,771,360,56
75.49,24.51,MECKLENBURG_VORPOMMERN,8.17,2020-12-17T17:19:04Z,58,22,37.93,536,174,710,241,42
85.66,14.34,SACHSEN,34.51,2020-12-17T17:19:04Z,568,303,53.35,1410,236,1646,630,95
82.58,17.42,SACHSEN_ANHALT,11.15,2020-12-17T17:19:04Z,103,63,61.17,763,161,924,388,56
81.54,18.46,THUERINGEN,15.42,2020-12-17T17:19:04Z,122,55,45.08,645,146,791,403,45
