"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
71.85,28.15,SCHLESWIG_HOLSTEIN,3.3,2020-12-08T17:19:07Z,28,16,57.14,610,239,849,429,39
82.72,17.28,HAMBURG,14.06,2020-12-08T17:19:07Z,96,63,65.63,565,118,683,344,34
76.98,23.02,NIEDERSACHSEN,7.72,2020-12-08T17:19:07Z,178,100,56.18,1776,531,2307,1066,153
84.96,15.04,BREMEN,13.72,2020-12-08T17:19:07Z,31,23,74.19,192,34,226,132,14
83.3,16.7,NORDRHEIN_WESTFALEN,15.02,2020-12-08T17:19:07Z,976,631,64.65,5413,1085,6498,2573,406
88.09,11.91,HESSEN,17.55,2020-12-08T17:19:07Z,361,213,59.0,1812,245,2057,899,117
75.72,24.28,RHEINLAND_PFALZ,15.01,2020-12-08T17:19:07Z,183,110,60.11,923,296,1219,459,95
80.21,19.79,BADEN_WUERTTEMBERG,16.44,2020-12-08T17:19:07Z,481,279,58.0,2347,579,2926,1533,182
83.2,16.8,BAYERN,19.03,2020-12-08T17:19:07Z,741,448,60.46,3239,654,3893,1470,269
86.79,13.21,SAARLAND,13.41,2020-12-08T17:19:07Z,66,17,25.76,427,65,492,250,26
87.96,12.04,BERLIN,27.6,2020-12-08T17:19:07Z,353,242,68.56,1125,154,1279,421,64
79.84,20.16,BRANDENBURG,14.32,2020-12-08T17:19:07Z,108,54,50.0,602,152,754,401,56
77.34,22.66,MECKLENBURG_VORPOMMERN,6.23,2020-12-08T17:19:07Z,44,14,31.82,546,160,706,238,42
83.75,16.25,SACHSEN,27.75,2020-12-08T17:19:07Z,451,247,54.77,1361,264,1625,652,95
76.87,23.13,SACHSEN_ANHALT,6.62,2020-12-08T17:19:07Z,63,34,53.97,731,220,951,391,56
80.44,19.56,THUERINGEN,11.07,2020-12-08T17:19:07Z,90,41,45.56,654,159,813,413,45
