"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
72.79,27.21,SCHLESWIG_HOLSTEIN,3.55,2020-12-19T17:19:06Z,29,14,48.28,594,222,816,435,39
82.02,17.98,HAMBURG,15.75,2020-12-19T17:19:06Z,106,58,54.72,552,121,673,343,34
76.76,23.24,NIEDERSACHSEN,8.85,2020-12-19T17:19:06Z,197,96,48.73,1708,517,2225,1071,152
84.43,15.57,BREMEN,16.98,2020-12-19T17:19:06Z,36,21,58.33,179,33,212,140,14
84.22,15.78,NORDRHEIN_WESTFALEN,16.34,2020-12-19T17:19:06Z,1046,570,54.49,5390,1010,6400,2551,405
84.72,15.28,HESSEN,21.57,2020-12-19T17:19:06Z,432,238,55.09,1697,306,2003,876,117
76.65,23.35,RHEINLAND_PFALZ,17.33,2020-12-19T17:19:06Z,210,105,50.0,929,283,1212,449,95
83.55,16.45,BADEN_WUERTTEMBERG,20.6,2020-12-19T17:19:06Z,580,320,55.17,2352,463,2815,1393,182
84.36,15.64,BAYERN,20.6,2020-12-19T17:19:06Z,797,440,55.21,3263,605,3868,1239,270
75.55,24.45,SAARLAND,14.91,2020-12-19T17:19:06Z,75,30,40.0,380,123,503,242,26
86.84,13.16,BERLIN,29.61,2020-12-19T17:19:06Z,369,231,62.6,1082,164,1246,405,64
80.0,20.0,BRANDENBURG,22.63,2020-12-19T17:19:06Z,172,73,42.44,608,152,760,348,56
75.78,24.22,MECKLENBURG_VORPOMMERN,6.8,2020-12-19T17:19:06Z,50,17,34.0,557,178,735,239,42
84.46,15.54,SACHSEN,35.53,2020-12-19T17:19:06Z,583,273,46.83,1386,255,1641,624,93
81.56,18.44,SACHSEN_ANHALT,13.77,2020-12-19T17:19:06Z,127,58,45.67,752,170,922,387,56
78.64,21.36,THUERINGEN,17.01,2020-12-19T17:19:06Z,133,63,47.37,615,167,782,400,45
