"bettenBelegtToBettenGesamtPercent","bettenFreiToBettenGesamtPercent",bundesland,"covidToIntensivBettenPercent",creationTimestamp,faelleCovidAktuell,"faelleCovidAktuellBeatmet","faelleCovidAktuellBeatmetToCovidAktuellPercent",intensivBettenBelegt,intensivBettenFrei,intensivBettenGesamt,intensivBettenNotfall7d,meldebereichAnz
70.19,29.81,SCHLESWIG_HOLSTEIN,2.93,2020-11-20T22:19:12Z,25,12,48.0,598,254,852,438,39
81.75,18.25,HAMBURG,12.12,2020-11-20T22:19:12Z,87,58,66.67,587,131,718,346,34
71.38,28.62,NIEDERSACHSEN,8.06,2020-11-20T22:19:12Z,194,109,56.19,1718,689,2407,1016,152
83.61,16.39,BREMEN,15.97,2020-11-20T22:19:12Z,38,30,78.95,199,39,238,136,14
80.81,19.19,NORDRHEIN_WESTFALEN,14.12,2020-11-20T22:19:12Z,935,560,59.89,5352,1271,6623,2526,402
85.02,14.98,HESSEN,15.76,2020-11-20T22:19:12Z,326,198,60.74,1759,310,2069,900,118
70.27,29.73,RHEINLAND_PFALZ,11.98,2020-11-20T22:19:12Z,154,84,54.55,903,382,1285,464,94
79.42,20.58,BADEN_WUERTTEMBERG,13.5,2020-11-20T22:19:12Z,408,240,58.82,2400,622,3022,1534,182
79.29,20.71,BAYERN,13.26,2020-11-20T22:19:12Z,536,308,57.46,3205,837,4042,1659,263
79.14,20.86,SAARLAND,11.89,2020-11-20T22:19:12Z,61,18,29.51,406,107,513,252,25
87.66,12.34,BERLIN,24.3,2020-11-20T22:19:12Z,311,201,64.63,1122,158,1280,420,64
75.61,24.39,BRANDENBURG,9.76,2020-11-20T22:19:12Z,76,45,59.21,589,190,779,420,57
77.3,22.7,MECKLENBURG_VORPOMMERN,3.48,2020-11-20T22:19:12Z,25,16,64.0,555,163,718,265,41
77.24,22.76,SACHSEN,18.56,2020-11-20T22:19:12Z,305,176,57.7,1269,374,1643,738,95
75.1,24.9,SACHSEN_ANHALT,4.96,2020-11-20T22:19:12Z,49,26,53.06,742,246,988,462,56
72.38,27.62,THUERINGEN,9.49,2020-11-20T22:19:12Z,88,25,28.41,671,256,927,461,45
