Column 1,Column 2,Column 3,Column 4,Column 5,Column 6
,,,,,
,,,,,
"<app-krankenhaus-standort-adresse _ngcontent-uyr-c226="""" _nghost-uyr-c224=""""><address _ngcontent-uyr-c224=""""><span _ngcontent-uyr-c224="""" class=""ng-star-inserted"">Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Friedrichstadt<br _ngcontent-uyr-c224=""""></span><!----> Friedrichstraße 41<br _ngcontent-uyr-c224=""""> 01067 Dresden<br _ngcontent-uyr-c224=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><!----></app-ampel-verfuegbarkeit>",07.06.2020 07:12 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-uyr-c226="""" _nghost-uyr-c224=""""><address _ngcontent-uyr-c224=""""><span _ngcontent-uyr-c224="""" class=""ng-star-inserted"">Diakonissenkrankenhaus Dresden<br _ngcontent-uyr-c224=""""></span><!----> Holzhofgasse 29<br _ngcontent-uyr-c224=""""> 01099 Dresden<br _ngcontent-uyr-c224=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><!----></app-ampel-verfuegbarkeit>",07.06.2020 09:25 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-uyr-c226="""" _nghost-uyr-c224=""""><address _ngcontent-uyr-c224=""""><span _ngcontent-uyr-c224="""" class=""ng-star-inserted"">Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Neustadt/Trachau<br _ngcontent-uyr-c224=""""></span><!----> Industriestraße 40<br _ngcontent-uyr-c224=""""> 01129 Dresden<br _ngcontent-uyr-c224=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><!----></app-ampel-verfuegbarkeit>",07.06.2020 08:55 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-uyr-c226="""" _nghost-uyr-c224=""""><address _ngcontent-uyr-c224=""""><span _ngcontent-uyr-c224="""" class=""ng-star-inserted"">Herzzentrum Dresden<br _ngcontent-uyr-c224=""""></span><!----> Fetscherstraße 76<br _ngcontent-uyr-c224=""""> 01307 Dresden<br _ngcontent-uyr-c224=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>",07.06.2020 06:57 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-uyr-c226="""" _nghost-uyr-c224=""""><address _ngcontent-uyr-c224=""""><span _ngcontent-uyr-c224="""" class=""ng-star-inserted"">Krankenhaus St. Joseph-Stift Dresden GmbH, Krankenhaus St. Joseph-Stift Dresden<br _ngcontent-uyr-c224=""""></span><!----> Wintergartenstraße 15/17<br _ngcontent-uyr-c224=""""> 01307 Dresden<br _ngcontent-uyr-c224=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><!----></app-ampel-verfuegbarkeit>",07.06.2020 08:55 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-uyr-c226="""" _nghost-uyr-c224=""""><address _ngcontent-uyr-c224=""""><span _ngcontent-uyr-c224="""" class=""ng-star-inserted"">Universitätsklinikum Carl Gustav Carus an der TU Dresden, Universitätsklinikum Carl Gustav Carus an der TU Dresden, Fetscherstr. 74, 01307 Dresden<br _ngcontent-uyr-c224=""""></span><!----> Fetscherstr. 74<br _ngcontent-uyr-c224=""""> 01307 Dresden<br _ngcontent-uyr-c224=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>",07.06.2020 07:46 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-uyr-c226="""" _nghost-uyr-c224=""""><address _ngcontent-uyr-c224=""""><span _ngcontent-uyr-c224="""" class=""ng-star-inserted"">ELBLANDKLINIKUM Radebeul<br _ngcontent-uyr-c224=""""></span><!----> Heinrich-Zille-Straße 13<br _ngcontent-uyr-c224=""""> 01445 Radebeul<br _ngcontent-uyr-c224=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><!----></app-ampel-verfuegbarkeit>",07.06.2020 06:02 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-uyr-c226="""" _nghost-uyr-c224=""""><address _ngcontent-uyr-c224=""""><span _ngcontent-uyr-c224="""" class=""ng-star-inserted"">ASKLEPIOS-ASB Klinik Radeberg, Asklepios-ASB Klinik Radeberg<br _ngcontent-uyr-c224=""""></span><!----> Pulsnitzer Straße 60<br _ngcontent-uyr-c224=""""> 01454 Radeberg, Sachsen<br _ngcontent-uyr-c224=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-NICHT_VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-7"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><span _ngcontent-uyr-c202="""" class=""level-NICHT_VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-7"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-uyr-c226="""" _nghost-uyr-c202=""""><!----></app-ampel-verfuegbarkeit>",07.06.2020 17:51 Uhr,Kontakte anzeigen
