Column 1,Column 2,Column 3,Column 4,Column 5,Column 6
,,,,,
,,,,,
"<app-krankenhaus-standort-adresse _ngcontent-qeh-c127="""" _nghost-qeh-c124=""""><address _ngcontent-qeh-c124=""""><span _ngcontent-qeh-c124="""" class=""ng-star-inserted"">Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Friedrichstadt<br _ngcontent-qeh-c124=""""></span><!----> Friedrichstraße 41<br _ngcontent-qeh-c124=""""> 01067 Dresden<br _ngcontent-qeh-c124=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><!----></app-ampel-verfuegbarkeit>",26.04.2020 08:48 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-qeh-c127="""" _nghost-qeh-c124=""""><address _ngcontent-qeh-c124=""""><span _ngcontent-qeh-c124="""" class=""ng-star-inserted"">Diakonissenkrankenhaus Dresden<br _ngcontent-qeh-c124=""""></span><!----> Holzhofgasse 29<br _ngcontent-qeh-c124=""""> 01099 Dresden<br _ngcontent-qeh-c124=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><!----></app-ampel-verfuegbarkeit>",24.04.2020 07:30 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-qeh-c127="""" _nghost-qeh-c124=""""><address _ngcontent-qeh-c124=""""><span _ngcontent-qeh-c124="""" class=""ng-star-inserted"">Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Neustadt/Trachau<br _ngcontent-qeh-c124=""""></span><!----> Industriestraße 40<br _ngcontent-qeh-c124=""""> 01129 Dresden<br _ngcontent-qeh-c124=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><!----></app-ampel-verfuegbarkeit>",26.04.2020 09:57 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-qeh-c127="""" _nghost-qeh-c124=""""><address _ngcontent-qeh-c124=""""><span _ngcontent-qeh-c124="""" class=""ng-star-inserted"">Herzzentrum Dresden<br _ngcontent-qeh-c124=""""></span><!----> Fetscherstraße 76<br _ngcontent-qeh-c124=""""> 01307 Dresden<br _ngcontent-qeh-c124=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>",26.04.2020 17:59 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-qeh-c127="""" _nghost-qeh-c124=""""><address _ngcontent-qeh-c124=""""><span _ngcontent-qeh-c124="""" class=""ng-star-inserted"">Krankenhaus St. Joseph-Stift Dresden GmbH, Krankenhaus St. Joseph-Stift Dresden<br _ngcontent-qeh-c124=""""></span><!----> Wintergartenstraße 15/17<br _ngcontent-qeh-c124=""""> 01307 Dresden<br _ngcontent-qeh-c124=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><!----></app-ampel-verfuegbarkeit>",26.04.2020 07:59 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-qeh-c127="""" _nghost-qeh-c124=""""><address _ngcontent-qeh-c124=""""><span _ngcontent-qeh-c124="""" class=""ng-star-inserted"">Universitätsklinikum Carl Gustav Carus an der TU Dresden, Universitätsklinikum Carl Gustav Carus an der TU Dresden, Fetscherstr. 74, 01307 Dresden<br _ngcontent-qeh-c124=""""></span><!----> Fetscherstr. 74<br _ngcontent-qeh-c124=""""> 01307 Dresden<br _ngcontent-qeh-c124=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>",26.04.2020 15:23 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-qeh-c127="""" _nghost-qeh-c124=""""><address _ngcontent-qeh-c124=""""><span _ngcontent-qeh-c124="""" class=""ng-star-inserted"">ELBLANDKLINIKUM Radebeul<br _ngcontent-qeh-c124=""""></span><!----> Heinrich-Zille-Straße 13<br _ngcontent-qeh-c124=""""> 01445 Radebeul<br _ngcontent-qeh-c124=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><!----></app-ampel-verfuegbarkeit>",26.04.2020 07:01 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-qeh-c127="""" _nghost-qeh-c124=""""><address _ngcontent-qeh-c124=""""><span _ngcontent-qeh-c124="""" class=""ng-star-inserted"">ASKLEPIOS-ASB Klinik Radeberg, Asklepios-ASB Klinik Radeberg<br _ngcontent-qeh-c124=""""></span><!----> Pulsnitzer Straße 60<br _ngcontent-qeh-c124=""""> 01454 Radeberg, Sachsen<br _ngcontent-qeh-c124=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><span _ngcontent-qeh-c125="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-qeh-c127="""" _nghost-qeh-c125=""""><!----></app-ampel-verfuegbarkeit>",26.04.2020 09:00 Uhr,Kontakte anzeigen
