Column 1,Column 2,Column 3,Column 4,Column 5,Column 6
,,,,,
,,,,,
"<app-krankenhaus-standort-adresse _ngcontent-igs-c165="""" _nghost-igs-c162=""""><address _ngcontent-igs-c162=""""><span _ngcontent-igs-c162="""" class=""ng-star-inserted"">Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Friedrichstadt<br _ngcontent-igs-c162=""""></span><!----> Friedrichstraße 41<br _ngcontent-igs-c162=""""> 01067 Dresden<br _ngcontent-igs-c162=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><!----></app-ampel-verfuegbarkeit>",28.04.2020 07:28 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-igs-c165="""" _nghost-igs-c162=""""><address _ngcontent-igs-c162=""""><span _ngcontent-igs-c162="""" class=""ng-star-inserted"">Diakonissenkrankenhaus Dresden<br _ngcontent-igs-c162=""""></span><!----> Holzhofgasse 29<br _ngcontent-igs-c162=""""> 01099 Dresden<br _ngcontent-igs-c162=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><!----></app-ampel-verfuegbarkeit>",28.04.2020 07:30 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-igs-c165="""" _nghost-igs-c162=""""><address _ngcontent-igs-c162=""""><span _ngcontent-igs-c162="""" class=""ng-star-inserted"">Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Neustadt/Trachau<br _ngcontent-igs-c162=""""></span><!----> Industriestraße 40<br _ngcontent-igs-c162=""""> 01129 Dresden<br _ngcontent-igs-c162=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><!----></app-ampel-verfuegbarkeit>",28.04.2020 08:57 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-igs-c165="""" _nghost-igs-c162=""""><address _ngcontent-igs-c162=""""><span _ngcontent-igs-c162="""" class=""ng-star-inserted"">Herzzentrum Dresden<br _ngcontent-igs-c162=""""></span><!----> Fetscherstraße 76<br _ngcontent-igs-c162=""""> 01307 Dresden<br _ngcontent-igs-c162=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>",28.04.2020 09:00 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-igs-c165="""" _nghost-igs-c162=""""><address _ngcontent-igs-c162=""""><span _ngcontent-igs-c162="""" class=""ng-star-inserted"">Krankenhaus St. Joseph-Stift Dresden GmbH, Krankenhaus St. Joseph-Stift Dresden<br _ngcontent-igs-c162=""""></span><!----> Wintergartenstraße 15/17<br _ngcontent-igs-c162=""""> 01307 Dresden<br _ngcontent-igs-c162=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><!----></app-ampel-verfuegbarkeit>",28.04.2020 08:54 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-igs-c165="""" _nghost-igs-c162=""""><address _ngcontent-igs-c162=""""><span _ngcontent-igs-c162="""" class=""ng-star-inserted"">Universitätsklinikum Carl Gustav Carus an der TU Dresden, Universitätsklinikum Carl Gustav Carus an der TU Dresden, Fetscherstr. 74, 01307 Dresden<br _ngcontent-igs-c162=""""></span><!----> Fetscherstr. 74<br _ngcontent-igs-c162=""""> 01307 Dresden<br _ngcontent-igs-c162=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>",28.04.2020 09:28 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-igs-c165="""" _nghost-igs-c162=""""><address _ngcontent-igs-c162=""""><span _ngcontent-igs-c162="""" class=""ng-star-inserted"">ELBLANDKLINIKUM Radebeul<br _ngcontent-igs-c162=""""></span><!----> Heinrich-Zille-Straße 13<br _ngcontent-igs-c162=""""> 01445 Radebeul<br _ngcontent-igs-c162=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><!----></app-ampel-verfuegbarkeit>",28.04.2020 08:05 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-igs-c165="""" _nghost-igs-c162=""""><address _ngcontent-igs-c162=""""><span _ngcontent-igs-c162="""" class=""ng-star-inserted"">ASKLEPIOS-ASB Klinik Radeberg, Asklepios-ASB Klinik Radeberg<br _ngcontent-igs-c162=""""></span><!----> Pulsnitzer Straße 60<br _ngcontent-igs-c162=""""> 01454 Radeberg, Sachsen<br _ngcontent-igs-c162=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-NICHT_VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-13"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><span _ngcontent-igs-c163="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-12"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-igs-c165="""" _nghost-igs-c163=""""><!----></app-ampel-verfuegbarkeit>",28.04.2020 05:36 Uhr,Kontakte anzeigen
