BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2376,71.12,965,28.88,3341,32,16,0.96,50,"28,9%",179,Baden-Württemberg
3117,72.52,1181,27.48,4298,32,20,0.74,62.5,"27,5%",247,Bayern
1064,84.04,202,15.96,1266,14,8,1.11,57.14,16%,64,Berlin
601,64.48,331,35.52,932,0,0,0,0,"35,5%",57,Brandenburg
160,76.19,50,23.81,210,2,2,0.95,100,"23,8%",13,Bremen
575,65.56,302,34.44,877,6,5,0.68,83.33,"34,4%",34,Hamburg
1721,74.44,591,25.56,2312,15,5,0.65,33.33,"25,6%",115,Hessen
618,75.55,200,24.45,818,0,0,0,0,"24,5%",39,Mecklenburg-Vorpommern
1796,67.72,856,32.28,2652,12,7,0.45,58.33,"32,3%",151,Niedersachsen
5019,72.04,1948,27.96,6967,83,51,1.19,61.45,28%,391,Nordrhein-Westfalen
913,62.84,540,37.16,1453,7,3,0.48,42.86,"37,2%",94,Rheinland-Pfalz
388,68.79,176,31.21,564,6,3,1.06,50,"31,2%",23,Saarland
1362,75.5,442,24.5,1804,6,4,0.33,66.67,"24,5%",96,Sachsen
691,65.44,365,34.56,1056,0,0,0,0,"34,6%",56,Sachsen-Anhalt
621,59.37,425,40.63,1046,2,1,0.19,50,"40,6%",39,Schleswig-Holstein
643,70.58,268,29.42,911,3,1,0.33,33.33,"29,4%",44,Thüringen
