BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2377,71.66,940,28.34,3317,40,26,1.21,65,"28,3%",172,Baden-Württemberg
3025,71.43,1210,28.57,4235,24,13,0.57,54.17,"28,6%",234,Bayern
1026,81.82,228,18.18,1254,16,12,1.28,75,"18,2%",62,Berlin
628,66.24,320,33.76,948,8,3,0.84,37.5,"33,8%",56,Brandenburg
167,67.89,79,32.11,246,2,1,0.81,50,"32,1%",13,Bremen
623,68.24,290,31.76,913,10,8,1.1,80,"31,8%",32,Hamburg
1763,74.67,598,25.33,2361,20,11,0.85,55,"25,3%",112,Hessen
641,74.1,224,25.9,865,2,0,0.23,0,"25,9%",37,Mecklenburg-Vorpommern
1679,65.13,899,34.87,2578,18,12,0.7,66.67,"34,9%",146,Niedersachsen
4960,71.26,2000,28.74,6960,70,39,1.01,55.71,"28,7%",383,Nordrhein-Westfalen
938,63.94,529,36.06,1467,8,5,0.55,62.5,"36,1%",92,Rheinland-Pfalz
365,63.92,206,36.08,571,3,1,0.53,33.33,"36,1%",23,Saarland
1248,70.75,516,29.25,1764,5,5,0.28,100,"29,3%",94,Sachsen
699,67.6,335,32.4,1034,2,2,0.19,100,"32,4%",52,Sachsen-Anhalt
618,59.48,421,40.52,1039,6,3,0.58,50,"40,5%",38,Schleswig-Holstein
620,66.45,313,33.55,933,6,0,0.64,0,"33,6%",42,Thüringen
