BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2398,71.37,962,28.63,3360,26,18,0.77,69.23,"28,6%",178,Baden-Württemberg
3109,72.29,1192,27.71,4301,31,17,0.72,54.84,"27,7%",245,Bayern
1090,85.22,189,14.78,1279,15,8,1.17,53.33,"14,8%",64,Berlin
649,69.49,285,30.51,934,3,0,0.32,0,"30,5%",57,Brandenburg
173,72.69,65,27.31,238,3,3,1.26,100,"27,3%",14,Bremen
613,70.06,262,29.94,875,10,7,1.14,70,"29,9%",34,Hamburg
1768,76.47,544,23.53,2312,14,8,0.61,57.14,"23,5%",116,Hessen
639,76.99,191,23.01,830,1,0,0.12,0,23%,39,Mecklenburg-Vorpommern
1829,68.94,824,31.06,2653,14,9,0.53,64.29,"31,1%",151,Niedersachsen
4948,71.85,1939,28.15,6887,76,48,1.1,63.16,"28,2%",400,Nordrhein-Westfalen
940,64.25,523,35.75,1463,17,6,1.16,35.29,"35,8%",94,Rheinland-Pfalz
385,68.38,178,31.62,563,4,3,0.71,75,"31,6%",23,Saarland
1297,72.42,494,27.58,1791,6,4,0.34,66.67,"27,6%",95,Sachsen
723,67.89,342,32.11,1065,3,2,0.28,66.67,"32,1%",56,Sachsen-Anhalt
659,62.82,390,37.18,1049,3,2,0.29,66.67,"37,2%",39,Schleswig-Holstein
633,69.87,273,30.13,906,3,0,0.33,0,"30,1%",44,Thüringen
