BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2345,71.08,954,28.92,3299,53,26,1.61,49.06,"28,9%",181,Baden-Württemberg
3130,72.67,1177,27.33,4307,57,36,1.32,63.16,"27,3%",252,Bayern
1058,85.12,185,14.88,1243,31,16,2.49,51.61,"14,9%",65,Berlin
647,69.12,289,30.88,936,3,1,0.32,33.33,"30,9%",57,Brandenburg
184,77.64,53,22.36,237,3,0,1.27,0,"22,4%",14,Bremen
585,69.81,253,30.19,838,16,11,1.91,68.75,"30,2%",34,Hamburg
1753,76.32,544,23.68,2297,30,16,1.31,53.33,"23,7%",116,Hessen
600,74.81,202,25.19,802,0,0,0,0,"25,2%",39,Mecklenburg-Vorpommern
1788,66.92,884,33.08,2672,30,14,1.12,46.67,"33,1%",152,Niedersachsen
5240,72.45,1993,27.55,7233,94,60,1.3,63.83,"27,6%",407,Nordrhein-Westfalen
938,64.03,527,35.97,1465,12,6,0.82,50,36%,95,Rheinland-Pfalz
388,68.55,178,31.45,566,2,2,0.35,100,"31,5%",23,Saarland
1165,64.44,643,35.56,1808,10,7,0.55,70,"35,6%",95,Sachsen
747,69.75,324,30.25,1071,4,1,0.37,25,"30,3%",56,Sachsen-Anhalt
622,59.35,426,40.65,1048,3,3,0.29,100,"40,7%",39,Schleswig-Holstein
657,71.18,266,28.82,923,7,2,0.76,28.57,"28,8%",44,Thüringen
