BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2323,69.63,1013,30.37,3336,27,19,0.81,70.37,"0,8%",178,Baden-Württemberg
3056,71.02,1247,28.98,4303,21,15,0.49,71.43,"0,5%",247,Bayern
1063,82.92,219,17.08,1282,13,7,1.01,53.85,1%,64,Berlin
629,67.42,304,32.58,933,7,0,0.75,0,"0,8%",57,Brandenburg
162,70.13,69,29.87,231,3,3,1.3,100,"1,3%",14,Bremen
597,69.91,257,30.09,854,10,8,1.17,80,"1,2%",33,Hamburg
1746,75.19,576,24.81,2322,15,7,0.65,46.67,"0,7%",116,Hessen
640,76.74,194,23.26,834,1,0,0.12,0,"0,1%",39,Mecklenburg-Vorpommern
1844,69.22,820,30.78,2664,15,9,0.56,60,"0,6%",152,Niedersachsen
5149,72.63,1940,27.37,7089,88,51,1.24,57.95,"1,2%",400,Nordrhein-Westfalen
944,64.79,513,35.21,1457,11,8,0.75,72.73,"0,8%",94,Rheinland-Pfalz
374,66.31,190,33.69,564,3,2,0.53,66.67,"0,5%",23,Saarland
1291,72.28,495,27.72,1786,5,3,0.28,60,"0,3%",95,Sachsen
727,68.58,333,31.42,1060,3,2,0.28,66.67,"0,3%",56,Sachsen-Anhalt
634,60.96,406,39.04,1040,3,2,0.29,66.67,"0,3%",39,Schleswig-Holstein
580,66.29,295,33.71,875,3,0,0.34,0,"0,3%",43,Thüringen
