BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2367,70.64,984,29.36,3351,37,18,1.1,48.65,"1,1%",181,Baden-Württemberg
3124,72.53,1183,27.47,4307,40,25,0.93,62.5,"0,9%",248,Bayern
1038,85.5,176,14.5,1214,16,12,1.32,75,"1,3%",64,Berlin
615,66.99,303,33.01,918,2,0,0.22,0,"0,2%",57,Brandenburg
173,73,64,27,237,4,1,1.69,25,"1,7%",14,Bremen
596,71.72,235,28.28,831,12,8,1.44,66.67,"1,4%",34,Hamburg
1689,73.82,599,26.18,2288,22,11,0.96,50,1%,116,Hessen
607,72.87,226,27.13,833,1,0,0.12,0,"0,1%",39,Mecklenburg-Vorpommern
1788,68.3,830,31.7,2618,20,12,0.76,60,"0,8%",152,Niedersachsen
5151,71.76,2027,28.24,7178,80,45,1.11,56.25,"1,1%",405,Nordrhein-Westfalen
940,64.92,508,35.08,1448,10,4,0.69,40,"0,7%",95,Rheinland-Pfalz
377,66.61,189,33.39,566,2,2,0.35,100,"0,4%",23,Saarland
1217,69.11,544,30.89,1761,7,3,0.4,42.86,"0,4%",96,Sachsen
720,67.86,341,32.14,1061,3,2,0.28,66.67,"0,3%",56,Sachsen-Anhalt
601,57.57,443,42.43,1044,1,1,0.1,100,"0,1%",39,Schleswig-Holstein
622,67.9,294,32.1,916,2,0,0.22,0,"0,2%",44,Thüringen
