BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2338,70.19,993,29.81,3331,32,14,0.96,43.75,1%,181,Baden-Württemberg
3084,71.62,1222,28.38,4306,35,17,0.81,48.57,"0,8%",248,Bayern
1068,84.49,196,15.51,1264,15,8,1.19,53.33,"1,2%",64,Berlin
597,64.89,323,35.11,920,1,1,0.11,100,"0,1%",57,Brandenburg
169,72.22,65,27.78,234,3,2,1.28,66.67,"1,3%",14,Bremen
548,64.47,302,35.53,850,10,5,1.18,50,"1,2%",33,Hamburg
1687,73.16,619,26.84,2306,23,8,1,34.78,1%,116,Hessen
588,70.42,247,29.58,835,0,0,0,0,0%,39,Mecklenburg-Vorpommern
1759,67.32,854,32.68,2613,16,11,0.61,68.75,"0,6%",153,Niedersachsen
5036,71.32,2025,28.68,7061,79,44,1.12,55.7,"1,1%",399,Nordrhein-Westfalen
898,61.38,565,38.62,1463,6,4,0.41,66.67,"0,4%",95,Rheinland-Pfalz
359,63.32,208,36.68,567,4,3,0.71,75,"0,7%",23,Saarland
1193,67.4,577,32.6,1770,6,3,0.34,50,"0,3%",96,Sachsen
676,64.2,377,35.8,1053,1,0,0.09,0,"0,1%",56,Sachsen-Anhalt
608,58.18,437,41.82,1045,1,1,0.1,100,"0,1%",39,Schleswig-Holstein
620,67.76,295,32.24,915,3,1,0.33,33.33,"0,3%",44,Thüringen
