BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2393,71.8,940,28.2,3333,29,15,0.87,51.72,"0,9%",179,Baden-Württemberg
3163,73.23,1156,26.77,4319,33,21,0.76,63.64,"0,8%",249,Bayern
1070,83.92,205,16.08,1275,16,8,1.25,50,"1,3%",64,Berlin
616,66.02,317,33.98,933,0,0,0,0,0%,57,Brandenburg
186,76.23,58,23.77,244,2,2,0.82,100,"0,8%",14,Bremen
593,67.69,283,32.31,876,7,5,0.8,71.43,"0,8%",34,Hamburg
1735,74.95,580,25.05,2315,17,5,0.73,29.41,"0,7%",116,Hessen
621,74.46,213,25.54,834,0,0,0,0,0%,39,Mecklenburg-Vorpommern
1818,68.58,833,31.42,2651,14,9,0.53,64.29,"0,5%",153,Niedersachsen
5143,72.79,1923,27.21,7066,83,56,1.17,67.47,"1,2%",397,Nordrhein-Westfalen
929,63.33,538,36.67,1467,11,6,0.75,54.55,"0,8%",95,Rheinland-Pfalz
376,66.9,186,33.1,562,3,2,0.53,66.67,"0,5%",23,Saarland
1256,70.84,517,29.16,1773,8,4,0.45,50,"0,5%",96,Sachsen
727,68.46,335,31.54,1062,0,0,0,0,0%,56,Sachsen-Anhalt
639,61.03,408,38.97,1047,2,1,0.19,50,"0,2%",39,Schleswig-Holstein
625,68.16,292,31.84,917,3,1,0.33,33.33,"0,3%",44,Thüringen
