BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2338,69.77,1013,30.23,3351,40,18,1.19,45,"1,2%",181,Baden-Württemberg
3096,72.07,1200,27.93,4296,42,25,0.98,59.52,1%,248,Bayern
1020,84.02,194,15.98,1214,16,12,1.32,75,"1,3%",64,Berlin
593,64.6,325,35.4,918,2,0,0.22,0,"0,2%",57,Brandenburg
169,71.31,68,28.69,237,4,1,1.69,25,"1,7%",14,Bremen
570,68.43,263,31.57,833,11,8,1.32,72.73,"1,3%",34,Hamburg
1650,72.43,628,27.57,2278,24,11,1.05,45.83,"1,1%",116,Hessen
572,68.67,261,31.33,833,1,0,0.12,0,"0,1%",39,Mecklenburg-Vorpommern
1741,66.65,871,33.35,2612,20,11,0.77,55,"0,8%",152,Niedersachsen
5064,70.6,2109,29.4,7173,85,46,1.18,54.12,"1,2%",405,Nordrhein-Westfalen
895,61.68,556,38.32,1451,9,4,0.62,44.44,"0,6%",95,Rheinland-Pfalz
371,65.55,195,34.45,566,2,2,0.35,100,"0,4%",23,Saarland
1189,67.9,562,32.1,1751,7,3,0.4,42.86,"0,4%",96,Sachsen
705,66.45,356,33.55,1061,3,2,0.28,66.67,"0,3%",56,Sachsen-Anhalt
586,56.13,458,43.87,1044,2,1,0.19,50,"0,2%",39,Schleswig-Holstein
616,67.25,300,32.75,916,2,0,0.22,0,"0,2%",44,Thüringen
