BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2328,69.39,1027,30.61,3355,43,22,1.28,51.16,"1,3%",181,Baden-Württemberg
3083,71.48,1230,28.52,4313,35,23,0.81,65.71,"0,8%",248,Bayern
1003,82.08,219,17.92,1222,19,13,1.55,68.42,"1,6%",64,Berlin
605,65.19,323,34.81,928,2,0,0.22,0,"0,2%",57,Brandenburg
141,66.82,70,33.18,211,2,1,0.95,50,1%,13,Bremen
575,69.03,258,30.97,833,13,9,1.56,69.23,"1,6%",34,Hamburg
1665,72.58,629,27.42,2294,28,12,1.22,42.86,"1,2%",116,Hessen
556,68.73,253,31.27,809,1,0,0.12,0,"0,1%",39,Mecklenburg-Vorpommern
1761,67.06,865,32.94,2626,18,11,0.69,61.11,"0,7%",152,Niedersachsen
5071,70.66,2106,29.34,7177,86,47,1.2,54.65,"1,2%",404,Nordrhein-Westfalen
898,61.46,563,38.54,1461,7,4,0.48,57.14,"0,5%",95,Rheinland-Pfalz
359,63.43,207,36.57,566,2,2,0.35,100,"0,4%",23,Saarland
1176,66.48,593,33.52,1769,6,2,0.34,33.33,"0,3%",96,Sachsen
722,67.98,340,32.02,1062,2,1,0.19,50,"0,2%",56,Sachsen-Anhalt
605,57.89,440,42.11,1045,1,1,0.1,100,"0,1%",39,Schleswig-Holstein
604,65.87,313,34.13,917,3,1,0.33,33.33,"0,3%",44,Thüringen
