BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2358,70.64,980,29.36,3338,43,21,1.29,48.84,"1,3%",181,Baden-Württemberg
3186,74.08,1115,25.92,4301,39,25,0.91,64.1,"0,9%",249,Bayern
1023,83.24,206,16.76,1229,22,13,1.79,59.09,"1,8%",64,Berlin
604,64.81,328,35.19,932,1,0,0.11,0,"0,1%",57,Brandenburg
162,76.06,51,23.94,213,2,1,0.94,50,"0,9%",13,Bremen
589,70.71,244,29.29,833,14,9,1.68,64.29,"1,7%",34,Hamburg
1719,74.45,590,25.55,2309,28,14,1.21,50,"1,2%",116,Hessen
566,69.96,243,30.04,809,2,0,0.25,0,"0,3%",39,Mecklenburg-Vorpommern
1824,69.2,812,30.8,2636,18,9,0.68,50,"0,7%",152,Niedersachsen
5159,71.83,2023,28.17,7182,86,48,1.2,55.81,"1,2%",403,Nordrhein-Westfalen
979,66.92,484,33.08,1463,8,4,0.55,50,"0,6%",95,Rheinland-Pfalz
391,68.96,176,31.04,567,2,2,0.35,100,"0,4%",23,Saarland
1234,68.94,556,31.06,1790,7,2,0.39,28.57,"0,4%",96,Sachsen
716,67.36,347,32.64,1063,2,1,0.19,50,"0,2%",56,Sachsen-Anhalt
614,58.76,431,41.24,1045,1,1,0.1,100,"0,1%",39,Schleswig-Holstein
645,70.41,271,29.59,916,4,2,0.44,50,"0,4%",44,Thüringen
