BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2376,71.12,965,28.88,3341,32,16,0.96,50,1%,179,Baden-Württemberg
3117,72.52,1181,27.48,4298,32,20,0.74,62.5,"0,7%",247,Bayern
1064,84.04,202,15.96,1266,14,8,1.11,57.14,"1,1%",64,Berlin
601,64.48,331,35.52,932,0,0,0,0,0%,57,Brandenburg
160,76.19,50,23.81,210,2,2,0.95,100,1%,13,Bremen
575,65.56,302,34.44,877,6,5,0.68,83.33,"0,7%",34,Hamburg
1721,74.44,591,25.56,2312,15,5,0.65,33.33,"0,7%",115,Hessen
618,75.55,200,24.45,818,0,0,0,0,0%,39,Mecklenburg-Vorpommern
1796,67.72,856,32.28,2652,12,7,0.45,58.33,"0,5%",151,Niedersachsen
5019,72.04,1948,27.96,6967,83,51,1.19,61.45,"1,2%",391,Nordrhein-Westfalen
913,62.84,540,37.16,1453,7,3,0.48,42.86,"0,5%",94,Rheinland-Pfalz
388,68.79,176,31.21,564,6,3,1.06,50,"1,1%",23,Saarland
1362,75.5,442,24.5,1804,6,4,0.33,66.67,"0,3%",96,Sachsen
691,65.44,365,34.56,1056,0,0,0,0,0%,56,Sachsen-Anhalt
621,59.37,425,40.63,1046,2,1,0.19,50,"0,2%",39,Schleswig-Holstein
643,70.58,268,29.42,911,3,1,0.33,33.33,"0,3%",44,Thüringen
