BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2389,71.96,931,28.04,3320,47,23,1.42,48.94,"1,4%",181,Baden-Württemberg
3217,74.73,1088,25.27,4305,47,30,1.09,63.83,"1,1%",250,Bayern
1044,85.02,184,14.98,1228,23,11,1.87,47.83,"1,9%",63,Berlin
656,70.01,281,29.99,937,1,0,0.11,0,"0,1%",57,Brandenburg
164,78.1,46,21.9,210,1,1,0.48,100,"0,5%",13,Bremen
619,74.13,216,25.87,835,14,7,1.68,50,"1,7%",34,Hamburg
1717,74.26,595,25.74,2312,26,15,1.12,57.69,"1,1%",116,Hessen
582,71.94,227,28.06,809,1,0,0.12,0,"0,1%",39,Mecklenburg-Vorpommern
1779,67.72,848,32.28,2627,22,12,0.84,54.55,"0,8%",152,Niedersachsen
5195,72.18,2002,27.82,7197,86,52,1.19,60.47,"1,2%",404,Nordrhein-Westfalen
948,64.71,517,35.29,1465,8,5,0.55,62.5,"0,6%",95,Rheinland-Pfalz
399,70.37,168,29.63,567,3,2,0.53,66.67,"0,5%",23,Saarland
1209,68.42,558,31.58,1767,9,4,0.51,44.44,"0,5%",95,Sachsen
728,68.16,340,31.84,1068,2,1,0.19,50,"0,2%",56,Sachsen-Anhalt
645,61.72,400,38.28,1045,2,2,0.19,100,"0,2%",39,Schleswig-Holstein
638,69.65,278,30.35,916,5,2,0.55,40,"0,6%",44,Thüringen
