BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2323,70.18,987,29.82,3310,27,17,0.82,62.96,"0,8%",177,Baden-Württemberg
3084,70.98,1261,29.02,4345,35,20,0.81,57.14,"0,8%",248,Bayern
1060,83.2,214,16.8,1274,20,10,1.57,50,"1,6%",64,Berlin
620,68.13,290,31.87,910,3,1,0.33,33.33,"0,3%",56,Brandenburg
163,67.92,77,32.08,240,2,2,0.83,100,"0,8%",14,Bremen
590,67.43,285,32.57,875,10,6,1.14,60,"1,1%",34,Hamburg
1739,74.86,584,25.14,2323,11,8,0.47,72.73,"0,5%",116,Hessen
619,77.09,184,22.91,803,0,0,0,0,0%,37,Mecklenburg-Vorpommern
1837,69.01,825,30.99,2662,12,8,0.45,66.67,"0,5%",151,Niedersachsen
5101,72.3,1954,27.7,7055,84,50,1.19,59.52,"1,2%",397,Nordrhein-Westfalen
903,61.89,556,38.11,1459,9,5,0.62,55.56,"0,6%",95,Rheinland-Pfalz
373,66.13,191,33.87,564,4,3,0.71,75,"0,7%",23,Saarland
1322,73.49,477,26.51,1799,5,1,0.28,20,"0,3%",95,Sachsen
748,70.9,307,29.1,1055,2,1,0.19,50,"0,2%",55,Sachsen-Anhalt
620,58.99,431,41.01,1051,2,0,0.19,0,"0,2%",39,Schleswig-Holstein
653,71.6,259,28.4,912,2,1,0.22,50,"0,2%",44,Thüringen
