BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2284,69.07,1023,30.93,3307,28,12,0.85,42.86,"0,9%",177,Baden-Württemberg
2872,70.58,1197,29.42,4069,32,23,0.79,71.88,"0,8%",231,Bayern
1029,81.99,226,18.01,1255,15,9,1.2,60,"1,2%",63,Berlin
593,63.63,339,36.37,932,1,0,0.11,0,"0,1%",57,Brandenburg
161,72.2,62,27.8,223,3,2,1.35,66.67,"1,4%",13,Bremen
553,65.6,290,34.4,843,8,5,0.95,62.5,1%,31,Hamburg
1644,72.17,634,27.83,2278,18,5,0.79,27.78,"0,8%",115,Hessen
586,71.46,234,28.54,820,0,0,0,0,0%,38,Mecklenburg-Vorpommern
1691,65.54,889,34.46,2580,20,9,0.78,45,"0,8%",148,Niedersachsen
4826,71.2,1952,28.8,6778,68,46,1,67.65,1%,380,Nordrhein-Westfalen
866,59.32,594,40.68,1460,7,6,0.48,85.71,"0,5%",95,Rheinland-Pfalz
358,63.48,206,36.52,564,3,2,0.53,66.67,"0,5%",23,Saarland
1165,67.42,563,32.58,1728,6,4,0.35,66.67,"0,4%",92,Sachsen
678,65.19,362,34.81,1040,0,0,0,0,0%,53,Sachsen-Anhalt
571,54.8,471,45.2,1042,2,1,0.19,50,"0,2%",39,Schleswig-Holstein
637,70.08,272,29.92,909,3,1,0.33,33.33,"0,3%",43,Thüringen
