Column 1,Column 2,Column 3,Column 4,Column 5,Column 6
,,,,,
,,,,,
"<app-krankenhaus-standort-adresse _ngcontent-kqp-c184="""" _nghost-kqp-c182=""""><address _ngcontent-kqp-c182=""""><span _ngcontent-kqp-c182="""" class=""ng-star-inserted"">Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Friedrichstadt<br _ngcontent-kqp-c182=""""></span><!----> Friedrichstraße 41<br _ngcontent-kqp-c182=""""> 01067 Dresden<br _ngcontent-kqp-c182=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><!----></app-ampel-verfuegbarkeit>",29.05.2020 06:33 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-kqp-c184="""" _nghost-kqp-c182=""""><address _ngcontent-kqp-c182=""""><span _ngcontent-kqp-c182="""" class=""ng-star-inserted"">Diakonissenkrankenhaus Dresden<br _ngcontent-kqp-c182=""""></span><!----> Holzhofgasse 29<br _ngcontent-kqp-c182=""""> 01099 Dresden<br _ngcontent-kqp-c182=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><!----></app-ampel-verfuegbarkeit>",29.05.2020 07:33 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-kqp-c184="""" _nghost-kqp-c182=""""><address _ngcontent-kqp-c182=""""><span _ngcontent-kqp-c182="""" class=""ng-star-inserted"">Städtisches Klinikum Dresden, Städtisches Klinikum Dresden - Standort Neustadt/Trachau<br _ngcontent-kqp-c182=""""></span><!----> Industriestraße 40<br _ngcontent-kqp-c182=""""> 01129 Dresden<br _ngcontent-kqp-c182=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><!----></app-ampel-verfuegbarkeit>",29.05.2020 07:36 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-kqp-c184="""" _nghost-kqp-c182=""""><address _ngcontent-kqp-c182=""""><span _ngcontent-kqp-c182="""" class=""ng-star-inserted"">Herzzentrum Dresden<br _ngcontent-kqp-c182=""""></span><!----> Fetscherstraße 76<br _ngcontent-kqp-c182=""""> 01307 Dresden<br _ngcontent-kqp-c182=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>",29.05.2020 08:17 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-kqp-c184="""" _nghost-kqp-c182=""""><address _ngcontent-kqp-c182=""""><span _ngcontent-kqp-c182="""" class=""ng-star-inserted"">Krankenhaus St. Joseph-Stift Dresden GmbH, Krankenhaus St. Joseph-Stift Dresden<br _ngcontent-kqp-c182=""""></span><!----> Wintergartenstraße 15/17<br _ngcontent-kqp-c182=""""> 01307 Dresden<br _ngcontent-kqp-c182=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><!----></app-ampel-verfuegbarkeit>",29.05.2020 08:34 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-kqp-c184="""" _nghost-kqp-c182=""""><address _ngcontent-kqp-c182=""""><span _ngcontent-kqp-c182="""" class=""ng-star-inserted"">Universitätsklinikum Carl Gustav Carus an der TU Dresden, Universitätsklinikum Carl Gustav Carus an der TU Dresden, Fetscherstr. 74, 01307 Dresden<br _ngcontent-kqp-c182=""""></span><!----> Fetscherstr. 74<br _ngcontent-kqp-c182=""""> 01307 Dresden<br _ngcontent-kqp-c182=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>",29.05.2020 08:28 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-kqp-c184="""" _nghost-kqp-c182=""""><address _ngcontent-kqp-c182=""""><span _ngcontent-kqp-c182="""" class=""ng-star-inserted"">ELBLANDKLINIKUM Radebeul<br _ngcontent-kqp-c182=""""></span><!----> Heinrich-Zille-Straße 13<br _ngcontent-kqp-c182=""""> 01445 Radebeul<br _ngcontent-kqp-c182=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><!----></app-ampel-verfuegbarkeit>",29.05.2020 08:20 Uhr,Kontakte anzeigen
"<app-krankenhaus-standort-adresse _ngcontent-kqp-c184="""" _nghost-kqp-c182=""""><address _ngcontent-kqp-c182=""""><span _ngcontent-kqp-c182="""" class=""ng-star-inserted"">ASKLEPIOS-ASB Klinik Radeberg, Asklepios-ASB Klinik Radeberg<br _ngcontent-kqp-c182=""""></span><!----> Pulsnitzer Straße 60<br _ngcontent-kqp-c182=""""> 01454 Radeberg, Sachsen<br _ngcontent-kqp-c182=""""> Sachsen
</address></app-krankenhaus-standort-adresse>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><span _ngcontent-kqp-c178="""" class=""level-VERFUEGBAR verfuegbarkeit ng-star-inserted"" aria-describedby=""cdk-describedby-message-6"" cdk-describedby-host=""""></span><!----><!----></app-ampel-verfuegbarkeit>","<app-ampel-verfuegbarkeit _ngcontent-kqp-c184="""" _nghost-kqp-c178=""""><!----></app-ampel-verfuegbarkeit>",29.05.2020 05:25 Uhr,Kontakte anzeigen
