BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2379,71.55,946,28.45,3325,32,14,0.96,43.75,1%,179,Baden-Württemberg
3080,72.23,1184,27.77,4264,33,22,0.77,66.67,"0,8%",247,Bayern
1060,83.6,208,16.4,1268,14,8,1.1,57.14,"1,1%",64,Berlin
614,65.88,318,34.12,932,2,0,0.21,0,"0,2%",57,Brandenburg
144,70.59,60,29.41,204,3,1,1.47,33.33,"1,5%",13,Bremen
577,65.94,298,34.06,875,8,5,0.91,62.5,"0,9%",34,Hamburg
1698,74.44,583,25.56,2281,20,5,0.88,25,"0,9%",116,Hessen
626,75.06,208,24.94,834,0,0,0,0,0%,39,Mecklenburg-Vorpommern
1762,67.67,842,32.33,2604,16,9,0.61,56.25,"0,6%",149,Niedersachsen
5042,72.38,1924,27.62,6966,70,47,1,67.14,1%,392,Nordrhein-Westfalen
898,61.59,560,38.41,1458,7,6,0.48,85.71,"0,5%",95,Rheinland-Pfalz
372,65.96,192,34.04,564,4,2,0.71,50,"0,7%",23,Saarland
1222,69.43,538,30.57,1760,6,4,0.34,66.67,"0,3%",96,Sachsen
665,65.13,356,34.87,1021,0,0,0,0,0%,51,Sachsen-Anhalt
597,57.29,445,42.71,1042,3,1,0.29,33.33,"0,3%",39,Schleswig-Holstein
632,70.14,269,29.86,901,3,1,0.33,33.33,"0,3%",43,Thüringen
