BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2238,69.29,992,30.71,3230,62,33,1.92,53.23,"1,9%",181,Baden-Württemberg
2972,70.66,1234,29.34,4206,70,35,1.66,50,"1,7%",254,Bayern
987,80.24,243,19.76,1230,38,19,3.09,50,"3,1%",65,Berlin
602,69.92,259,30.08,861,5,1,0.58,20,"0,6%",57,Brandenburg
160,67.51,77,32.49,237,2,1,0.84,50,"0,8%",14,Bremen
568,68.27,264,31.73,832,14,6,1.68,42.86,"1,7%",34,Hamburg
1705,74.98,569,25.02,2274,34,17,1.5,50,"1,5%",115,Hessen
578,71.98,225,28.02,803,3,2,0.37,66.67,"0,4%",39,Mecklenburg-Vorpommern
1737,66,895,34,2632,34,14,1.29,41.18,"1,3%",152,Niedersachsen
5122,71.56,2036,28.44,7158,115,61,1.61,53.04,"1,6%",406,Nordrhein-Westfalen
863,59.44,589,40.56,1452,14,8,0.96,57.14,1%,95,Rheinland-Pfalz
370,65.49,195,34.51,565,4,2,0.71,50,"0,7%",23,Saarland
1130,63.55,648,36.45,1778,14,6,0.79,42.86,"0,8%",95,Sachsen
734,69.57,321,30.43,1055,7,2,0.66,28.57,"0,7%",56,Sachsen-Anhalt
592,56.81,450,43.19,1042,2,2,0.19,100,"0,2%",39,Schleswig-Holstein
600,65.57,315,34.43,915,8,2,0.87,25,"0,9%",44,Thüringen
