BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2251,75.13,745,24.87,2996,217,116,7.24,53.46,"7,2%",179,Baden-Württemberg
2981,71.59,1183,28.41,4164,204,104,4.9,50.98,"4,9%",259,Bayern
1054,85.55,178,14.45,1232,177,108,14.37,61.02,"14,4%",65,Berlin
569,70.16,242,29.84,811,41,17,5.06,41.46,"5,1%",56,Brandenburg
175,82.94,36,17.06,211,24,15,11.37,62.5,"11,4%",14,Bremen
564,69.89,243,30.11,807,43,24,5.33,55.81,"5,3%",34,Hamburg
1729,81.56,391,18.44,2120,185,99,8.73,53.51,"8,7%",115,Hessen
565,76.56,173,23.44,738,15,7,2.03,46.67,2%,39,Mecklenburg-Vorpommern
1684,67.9,796,32.1,2480,125,61,5.04,48.8,5%,150,Niedersachsen
5257,77.03,1568,22.97,6825,587,321,8.6,54.68,"8,6%",402,Nordrhein-Westfalen
920,65.57,483,34.43,1403,69,35,4.92,50.72,"4,9%",95,Rheinland-Pfalz
371,69.74,161,30.26,532,36,14,6.77,38.89,"6,8%",24,Saarland
1258,73.22,460,26.78,1718,175,58,10.19,33.14,"10,2%",95,Sachsen
723,71.37,290,28.63,1013,21,12,2.07,57.14,"2,1%",56,Sachsen-Anhalt
568,56.35,440,43.65,1008,21,10,2.08,47.62,"2,1%",39,Schleswig-Holstein
586,62.67,349,37.33,935,24,10,2.57,41.67,"2,6%",45,Thüringen
