BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2240,71.82,879,28.18,3119,142,78,4.55,54.93,"4,6%",181,Baden-Württemberg
3029,72.05,1175,27.95,4204,124,62,2.95,50,3%,260,Bayern
1045,84.34,194,15.66,1239,126,66,10.17,52.38,"10,2%",65,Berlin
580,69.71,252,30.29,832,34,6,4.09,17.65,"4,1%",56,Brandenburg
183,81.33,42,18.67,225,21,9,9.33,42.86,"9,3%",14,Bremen
550,66.51,277,33.49,827,30,10,3.63,33.33,"3,6%",34,Hamburg
1717,79.16,452,20.84,2169,137,58,6.32,42.34,"6,3%",116,Hessen
547,72.07,212,27.93,759,9,5,1.19,55.56,"1,2%",39,Mecklenburg-Vorpommern
1708,67.64,817,32.36,2525,89,43,3.52,48.31,"3,5%",151,Niedersachsen
5148,74.73,1741,25.27,6889,379,190,5.5,50.13,"5,5%",401,Nordrhein-Westfalen
878,62.4,529,37.6,1407,54,24,3.84,44.44,"3,8%",95,Rheinland-Pfalz
349,65.97,180,34.03,529,25,9,4.73,36,"4,7%",24,Saarland
1214,69.1,543,30.9,1757,142,43,8.08,30.28,"8,1%",95,Sachsen
713,70.32,301,29.68,1014,21,10,2.07,47.62,"2,1%",56,Sachsen-Anhalt
587,57.38,436,42.62,1023,11,4,1.08,36.36,"1,1%",39,Schleswig-Holstein
579,64.19,323,35.81,902,28,6,3.1,21.43,"3,1%",44,Thüringen
