BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
1784,86.1,288,13.9,2072,344,203,16.6,59.01,"16,6%",118,Hessen
3256,81.62,733,18.38,3989,636,379,15.94,59.59,"15,9%",265,Bayern
573,79.69,146,20.31,719,79,54,10.99,68.35,11%,34,Hamburg
899,71.81,353,28.19,1252,186,112,14.86,60.22,"14,9%",94,Rheinland-Pfalz
637,75.56,206,24.44,843,73,34,8.66,46.58,"8,7%",45,Thüringen
544,78.16,152,21.84,696,33,14,4.74,42.42,"4,7%",41,Mecklenburg-Vorpommern
588,77.17,174,22.83,762,85,48,11.15,56.47,"11,2%",56,Brandenburg
722,74.59,246,25.41,968,54,30,5.58,55.56,"5,6%",55,Sachsen-Anhalt
5432,82.74,1133,17.26,6565,964,608,14.68,63.07,"14,7%",404,Nordrhein-Westfalen
1291,78.53,353,21.47,1644,344,209,20.92,60.76,"20,9%",95,Sachsen
2397,79.69,611,20.31,3008,427,239,14.2,55.97,"14,2%",182,Baden-Württemberg
190,80.51,46,19.49,236,35,22,14.83,62.86,"14,8%",14,Bremen
1096,85.76,182,14.24,1278,301,207,23.55,68.77,"23,6%",64,Berlin
424,84.46,78,15.54,502,62,21,12.35,33.87,"12,4%",24,Saarland
1740,75.52,564,24.48,2304,194,105,8.42,54.12,"8,4%",152,Niedersachsen
590,68.93,266,31.07,856,19,12,2.22,63.16,"2,2%",39,Schleswig-Holstein
