BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2282,71.25,921,28.75,3203,98,53,3.06,54.08,"3,1%",181,Baden-Württemberg
3010,71.33,1210,28.67,4220,88,48,2.09,54.55,"2,1%",257,Bayern
1039,84.27,194,15.73,1233,90,40,7.3,44.44,"7,3%",65,Berlin
592,66.74,295,33.26,887,22,9,2.48,40.91,"2,5%",56,Brandenburg
170,83.33,34,16.67,204,14,5,6.86,35.71,"6,9%",13,Bremen
554,66.67,277,33.33,831,25,12,3.01,48,3%,34,Hamburg
1748,76.8,528,23.2,2276,82,36,3.6,43.9,"3,6%",116,Hessen
554,70.39,233,29.61,787,3,1,0.38,33.33,"0,4%",39,Mecklenburg-Vorpommern
1726,66.03,888,33.97,2614,48,31,1.84,64.58,"1,8%",150,Niedersachsen
5206,72.69,1956,27.31,7162,256,112,3.57,43.75,"3,6%",407,Nordrhein-Westfalen
904,62.6,540,37.4,1444,40,19,2.77,47.5,"2,8%",95,Rheinland-Pfalz
356,62.9,210,37.1,566,22,7,3.89,31.82,"3,9%",24,Saarland
1189,66.95,587,33.05,1776,53,27,2.98,50.94,3%,95,Sachsen
727,69.37,321,30.63,1048,17,6,1.62,35.29,"1,6%",56,Sachsen-Anhalt
606,58.49,430,41.51,1036,5,3,0.48,60,"0,5%",39,Schleswig-Holstein
654,72.91,243,27.09,897,17,4,1.9,23.53,"1,9%",44,Thüringen
