BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2317,73.67,828,26.33,3145,118,64,3.75,54.24,"3,8%",181,Baden-Württemberg
3082,73.38,1118,26.62,4200,105,47,2.5,44.76,"2,5%",260,Bayern
1074,87.1,159,12.9,1233,110,53,8.92,48.18,"8,9%",65,Berlin
633,71.93,247,28.07,880,34,10,3.86,29.41,"3,9%",57,Brandenburg
190,82.25,41,17.75,231,18,9,7.79,50,"7,8%",14,Bremen
580,69.96,249,30.04,829,31,12,3.74,38.71,"3,7%",34,Hamburg
1749,80.34,428,19.66,2177,98,39,4.5,39.8,"4,5%",116,Hessen
582,77.81,166,22.19,748,12,5,1.6,41.67,"1,6%",39,Mecklenburg-Vorpommern
1770,68.98,796,31.02,2566,66,34,2.57,51.52,"2,6%",151,Niedersachsen
5222,76.46,1608,23.54,6830,296,134,4.33,45.27,"4,3%",399,Nordrhein-Westfalen
906,63.85,513,36.15,1419,48,19,3.38,39.58,"3,4%",95,Rheinland-Pfalz
374,69.52,164,30.48,538,29,10,5.39,34.48,"5,4%",24,Saarland
1230,70.69,510,29.31,1740,102,35,5.86,34.31,"5,9%",95,Sachsen
741,71.87,290,28.13,1031,18,5,1.75,27.78,"1,8%",56,Sachsen-Anhalt
610,59.69,412,40.31,1022,9,4,0.88,44.44,"0,9%",39,Schleswig-Holstein
637,71.25,257,28.75,894,24,4,2.68,16.67,"2,7%",44,Thüringen
