BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
572,74.77,193,25.23,765,86,48,11.24,55.81,"11,2%",56,Brandenburg
1737,75.75,556,24.25,2293,196,104,8.55,53.06,"8,6%",152,Niedersachsen
1277,78.3,354,21.7,1631,345,194,21.15,56.23,"21,2%",95,Sachsen
586,68.46,270,31.54,856,21,13,2.45,61.9,"2,5%",39,Schleswig-Holstein
916,72.99,339,27.01,1255,181,105,14.42,58.01,"14,4%",94,Rheinland-Pfalz
1765,84.98,312,15.02,2077,324,200,15.6,61.73,"15,6%",118,Hessen
706,73.01,261,26.99,967,55,26,5.69,47.27,"5,7%",55,Sachsen-Anhalt
2340,77.69,672,22.31,3012,427,241,14.18,56.44,"14,2%",182,Baden-Württemberg
561,78.13,157,21.87,718,80,52,11.14,65,"11,1%",34,Hamburg
5426,82.34,1164,17.66,6590,970,596,14.72,61.44,"14,7%",404,Nordrhein-Westfalen
417,83.07,85,16.93,502,61,23,12.15,37.7,"12,2%",24,Saarland
188,82.1,41,17.9,229,34,22,14.85,64.71,"14,9%",14,Bremen
645,76.24,201,23.76,846,75,31,8.87,41.33,"8,9%",45,Thüringen
1100,85.67,184,14.33,1284,299,212,23.29,70.9,"23,3%",64,Berlin
3245,80.5,786,19.5,4031,611,351,15.16,57.45,"15,2%",264,Bayern
549,78.54,150,21.46,699,30,15,4.29,50,"4,3%",41,Mecklenburg-Vorpommern
