BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2374,71.04,968,28.96,3342,28,18,0.84,64.29,"0,8%",178,Baden-Württemberg
3073,71.58,1220,28.42,4293,25,15,0.58,60,"0,6%",246,Bayern
1083,84.48,199,15.52,1282,16,8,1.25,50,"1,3%",64,Berlin
637,68.2,297,31.8,934,1,0,0.11,0,"0,1%",57,Brandenburg
168,73.36,61,26.64,229,3,3,1.31,100,"1,3%",14,Bremen
594,69.64,259,30.36,853,10,7,1.17,70,"1,2%",33,Hamburg
1729,74.91,579,25.09,2308,13,7,0.56,53.85,"0,6%",116,Hessen
625,75.03,208,24.97,833,1,0,0.12,0,"0,1%",39,Mecklenburg-Vorpommern
1860,69.72,808,30.28,2668,15,10,0.56,66.67,"0,6%",152,Niedersachsen
5157,72.75,1932,27.25,7089,87,55,1.23,63.22,"1,2%",400,Nordrhein-Westfalen
927,63.58,531,36.42,1458,12,9,0.82,75,"0,8%",94,Rheinland-Pfalz
380,67.38,184,32.62,564,4,2,0.71,50,"0,7%",23,Saarland
1321,74.01,464,25.99,1785,5,4,0.28,80,"0,3%",95,Sachsen
738,69.17,329,30.83,1067,3,2,0.28,66.67,"0,3%",56,Sachsen-Anhalt
632,60.42,414,39.58,1046,5,2,0.48,40,"0,5%",39,Schleswig-Holstein
590,67.35,286,32.65,876,3,0,0.34,0,"0,3%",44,Thüringen
