BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2382,71.83,934,28.17,3316,45,22,1.36,48.89,"1,4%",181,Baden-Württemberg
3181,74.41,1094,25.59,4275,43,24,1.01,55.81,1%,248,Bayern
1037,84.45,191,15.55,1228,22,13,1.79,59.09,"1,8%",64,Berlin
608,64.89,329,35.11,937,0,0,0,0,0%,57,Brandenburg
172,80.75,41,19.25,213,1,1,0.47,100,"0,5%",13,Bremen
606,72.75,227,27.25,833,15,8,1.8,53.33,"1,8%",34,Hamburg
1726,74.56,589,25.44,2315,28,16,1.21,57.14,"1,2%",116,Hessen
567,70.09,242,29.91,809,2,0,0.25,0,"0,3%",39,Mecklenburg-Vorpommern
1811,68.7,825,31.3,2636,19,10,0.72,52.63,"0,7%",152,Niedersachsen
5203,72.48,1976,27.52,7179,90,51,1.25,56.67,"1,3%",404,Nordrhein-Westfalen
961,65.64,503,34.36,1464,10,5,0.68,50,"0,7%",95,Rheinland-Pfalz
401,70.72,166,29.28,567,3,2,0.53,66.67,"0,5%",23,Saarland
1212,68.47,558,31.53,1770,8,3,0.45,37.5,"0,5%",95,Sachsen
738,69.3,327,30.7,1065,2,1,0.19,50,"0,2%",56,Sachsen-Anhalt
624,59.66,422,40.34,1046,1,1,0.1,100,"0,1%",39,Schleswig-Holstein
657,71.72,259,28.28,916,5,2,0.55,40,"0,6%",44,Thüringen
