BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2412,71.64,955,28.36,3367,35,19,1.04,54.29,1%,181,Baden-Württemberg
3201,74.22,1112,25.78,4313,39,23,0.9,58.97,"0,9%",248,Bayern
1070,85.06,188,14.94,1258,15,7,1.19,46.67,"1,2%",64,Berlin
639,68.56,293,31.44,932,0,0,0,0,0%,57,Brandenburg
182,74.9,61,25.1,243,3,1,1.23,33.33,"1,2%",14,Bremen
600,72.82,224,27.18,824,12,6,1.46,50,"1,5%",34,Hamburg
1724,74.96,576,25.04,2300,20,12,0.87,60,"0,9%",116,Hessen
606,72.57,229,27.43,835,0,0,0,0,0%,39,Mecklenburg-Vorpommern
1872,70.48,784,29.52,2656,15,9,0.56,60,"0,6%",152,Niedersachsen
5227,72.37,1996,27.63,7223,66,41,0.91,62.12,"0,9%",404,Nordrhein-Westfalen
957,65.64,501,34.36,1458,10,4,0.69,40,"0,7%",95,Rheinland-Pfalz
374,66.08,192,33.92,566,3,1,0.53,33.33,"0,5%",23,Saarland
1249,70.45,524,29.55,1773,10,4,0.56,40,"0,6%",96,Sachsen
738,69.62,322,30.38,1060,2,0,0.19,0,"0,2%",56,Sachsen-Anhalt
656,62.6,392,37.4,1048,1,1,0.1,100,"0,1%",39,Schleswig-Holstein
638,69.35,282,30.65,920,4,1,0.43,25,"0,4%",44,Thüringen
