BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2308,71.41,924,28.59,3232,69,42,2.13,60.87,"2,1%",181,Baden-Württemberg
3101,73.15,1138,26.85,4239,72,46,1.7,63.89,"1,7%",255,Bayern
1068,86.48,167,13.52,1235,57,27,4.62,47.37,"4,6%",65,Berlin
586,69.6,256,30.4,842,8,3,0.95,37.5,1%,56,Brandenburg
171,81.04,40,18.96,211,7,5,3.32,71.43,"3,3%",13,Bremen
595,71.6,236,28.4,831,19,9,2.29,47.37,"2,3%",34,Hamburg
1727,75.95,547,24.05,2274,46,27,2.02,58.7,2%,116,Hessen
578,73.44,209,26.56,787,6,3,0.76,50,"0,8%",39,Mecklenburg-Vorpommern
1750,66.84,868,33.16,2618,37,17,1.41,45.95,"1,4%",149,Niedersachsen
5178,72.4,1974,27.6,7152,186,98,2.6,52.69,"2,6%",404,Nordrhein-Westfalen
890,61.76,551,38.24,1441,23,9,1.6,39.13,"1,6%",95,Rheinland-Pfalz
364,64.31,202,35.69,566,9,4,1.59,44.44,"1,6%",23,Saarland
1212,67.48,584,32.52,1796,37,20,2.06,54.05,"2,1%",95,Sachsen
735,69.67,320,30.33,1055,10,7,0.95,70,1%,56,Sachsen-Anhalt
597,57.63,439,42.37,1036,5,4,0.48,80,"0,5%",39,Schleswig-Holstein
632,69.6,276,30.4,908,13,3,1.43,23.08,"1,4%",44,Thüringen
