BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2268,74.9,760,25.1,3028,315,174,10.4,55.24,"10,4%",181,Baden-Württemberg
2973,73.43,1076,26.57,4049,359,179,8.87,49.86,"8,9%",261,Bayern
1081,87.11,160,12.89,1241,252,163,20.31,64.68,"20,3%",65,Berlin
566,71.65,224,28.35,790,64,40,8.1,62.5,"8,1%",56,Brandenburg
187,83.48,37,16.52,224,30,19,13.39,63.33,"13,4%",14,Bremen
585,79.05,155,20.95,740,64,32,8.65,50,"8,7%",34,Hamburg
1671,78.19,466,21.81,2137,251,131,11.75,52.19,"11,8%",118,Hessen
636,76.35,197,23.65,833,23,8,2.76,34.78,"2,8%",42,Mecklenburg-Vorpommern
1743,71.26,703,28.74,2446,163,97,6.66,59.51,"6,7%",150,Niedersachsen
5216,78.67,1414,21.33,6630,817,482,12.32,59,"12,3%",402,Nordrhein-Westfalen
889,65.32,472,34.68,1361,89,55,6.54,61.8,"6,5%",95,Rheinland-Pfalz
362,67.92,171,32.08,533,49,21,9.19,42.86,"9,2%",24,Saarland
1262,75.66,406,24.34,1668,260,103,15.59,39.62,"15,6%",95,Sachsen
706,72.71,265,27.29,971,32,13,3.3,40.63,"3,3%",56,Sachsen-Anhalt
559,63.52,321,36.48,880,27,10,3.07,37.04,"3,1%",39,Schleswig-Holstein
624,67.24,304,32.76,928,54,15,5.82,27.78,"5,8%",45,Thüringen
