BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2432,78.33,673,21.67,3105,419,222,13.49,52.98,"13,5%",183,Baden-Württemberg
3206,78.04,902,21.96,4108,519,301,12.63,58,"12,6%",262,Bayern
1104,86.93,166,13.07,1270,301,191,23.7,63.46,"23,7%",64,Berlin
629,76.33,195,23.67,824,76,49,9.22,64.47,"9,2%",58,Brandenburg
196,80.33,48,19.67,244,34,26,13.93,76.47,"13,9%",14,Bremen
590,81.83,131,18.17,721,81,52,11.23,64.2,"11,2%",34,Hamburg
1755,85.15,306,14.85,2061,299,177,14.51,59.2,"14,5%",117,Hessen
573,79.69,146,20.31,719,28,18,3.89,64.29,"3,9%",41,Mecklenburg-Vorpommern
1728,71.76,680,28.24,2408,209,114,8.68,54.55,"8,7%",152,Niedersachsen
5371,80.86,1271,19.14,6642,945,553,14.23,58.52,"14,2%",403,Nordrhein-Westfalen
889,68.7,405,31.3,1294,151,81,11.67,53.64,"11,7%",94,Rheinland-Pfalz
395,72.21,152,27.79,547,61,17,11.15,27.87,"11,2%",25,Saarland
1287,77.11,382,22.89,1669,305,166,18.27,54.43,"18,3%",95,Sachsen
762,76.28,237,23.72,999,53,27,5.31,50.94,"5,3%",56,Sachsen-Anhalt
577,67.25,281,32.75,858,22,12,2.56,54.55,"2,6%",39,Schleswig-Holstein
672,71.95,262,28.05,934,88,28,9.42,31.82,"9,4%",45,Thüringen
