BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,MAPLABEL,MELDEBEREICHANZ,Name
2321,72.1,898,27.9,3219,69,41,2.14,59.42,"2,1%",181,Baden-Württemberg
3113,73.3,1134,26.7,4247,79,48,1.86,60.76,"1,9%",257,Bayern
1034,84,197,16,1231,68,28,5.52,41.18,"5,5%",65,Berlin
571,67.81,271,32.19,842,9,3,1.07,33.33,"1,1%",56,Brandenburg
164,77.73,47,22.27,211,11,4,5.21,36.36,"5,2%",13,Bremen
586,70.52,245,29.48,831,19,11,2.29,57.89,"2,3%",34,Hamburg
1730,76.04,545,23.96,2275,49,27,2.15,55.1,"2,2%",116,Hessen
575,73.25,210,26.75,785,6,3,0.76,50,"0,8%",39,Mecklenburg-Vorpommern
1761,67.55,846,32.45,2607,45,19,1.73,42.22,"1,7%",149,Niedersachsen
5188,72.29,1989,27.71,7177,196,97,2.73,49.49,"2,7%",406,Nordrhein-Westfalen
880,60.98,563,39.02,1443,25,12,1.73,48,"1,7%",95,Rheinland-Pfalz
365,64.49,201,35.51,566,14,4,2.47,28.57,"2,5%",23,Saarland
1229,68.43,567,31.57,1796,40,23,2.23,57.5,"2,2%",95,Sachsen
744,70.25,315,29.75,1059,11,6,1.04,54.55,1%,56,Sachsen-Anhalt
610,58.88,426,41.12,1036,5,4,0.48,80,"0,5%",39,Schleswig-Holstein
636,70.04,272,29.96,908,13,3,1.43,23.08,"1,4%",44,Thüringen
